subtitleId:ID(Subtitle),name,:LABEL
-1286294004552162070,"By age group and sex, year ended June 2012",Subtitle
-1295271809549076636,"By age group and sex, year ended June 2012, number of people",Subtitle
-1297139523691772580,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-1306165846980871186,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-1307603783934666991,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-131854567734518560,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-1320082216665570145,"Years to March 1997–2014, % change",Subtitle
-1338221375593636167,"2014, % of businesses that use computers (with 6 employees or more)",Subtitle
-134356329769457456,"All tertiary levels, 2015, number of domestic students enrolled",Subtitle
-1350525025683592782,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-136617291994406239,"2013 Census, number of people employed",Subtitle
-1420885430325656116,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-1422022459322484335,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-1455638315064573410,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-1456890580933661677,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-1458137172677127386,2001–2015,Subtitle
-1471038122681068302,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",Subtitle
-1491405949632315948,2001–2015,Subtitle
-1494179749244629125,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-1507358077479341298,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-1527443480433424200,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-1528062415703606007,"By expenditure group, year ended June 2016, NZD",Subtitle
-1532266203517795510,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-1541927904299675347,"By region, 2013, number of people employed",Subtitle
-1545841448753300367,"By region, 2013, number of people employed",Subtitle
-1580701163862033361,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-1588358903718309656,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-1595273366274480426,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-1599613795889879846,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-1603393628412265526,"2013 Census, number of people employed",Subtitle
-1605612926125343192,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-164103571243244426,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-1651633888293783786,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-165175143675059854,2001–2015,Subtitle
-1675333101340506424,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-1679381995992378169,"2013 Census, number of people employed",Subtitle
-1685865734811724632,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-1691815406882609627,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-1706749650705483502,"By region, 2013 Census, rate per 1000 population",Subtitle
-1711754345030909415,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-1725487691296816340,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-173778598069286591,"By age group and sex, 2011/12",Subtitle
-1738174529989506182,"2013 Census, number of people employed",Subtitle
-1741568793812290626,"2013 Census, number of people employed",Subtitle
-1755564415334130777,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-1757295970075895584,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-17663624380082493,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-182400201638522554,"All tertiary levels, 2015, number of domestic students enrolled",Subtitle
-184942651587214288,"By region, 2013 Census, rate per 1000 population",Subtitle
-1868462880999370963,2001–2015,Subtitle
-1879557364415817854,"By sex and neighbourhood deprivation, year ended June 2015, % of adults within group",Subtitle
-1886627514777004071,"By sex and age group, 2010–2012, rate per 100,000 population",Subtitle
-1888021037304485723,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-1889841876344938211,"By sex and age group, 2010–2012, rate per 100,000 population",Subtitle
-1921322639571837551,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-1932411140035382,"By ethnicity, 2013, %",Subtitle
-1935757508464041108,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-1946908146927794802,"2000–2015, number of employees",Subtitle
-1960486872687488526,"By industry (plus GST, duties and taxes), 2013, NZD millions",Subtitle
-1970645969775913232,"For select locations, 2002–2012, micrograms per cubic metre of air",Subtitle
-1990513127459546525,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-1997160002032479681,"By age group and sex, year ended June 2012, number of people",Subtitle
-20129237028208626,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2019313305234229302,"By type, 2016 Q2",Subtitle
-2031322212946485172,"2013 Census, number of people employed",Subtitle
-2040770251666765511,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2045842126154965815,"By type, 2016 Q2",Subtitle
-2055753613180336719,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2067077573408517879,"By household income of the insured, 2011–2015 average, % adults covered",Subtitle
-2087348674559063872,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2096207892879431069,"Estimates and projections for the year ended March 2016–2019, number of people employed",Subtitle
-2103186169628177236,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2116329319185730472,"2013, number of deaths",Subtitle
-2117708754484527484,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2142711693851349904,"2000–2015, June years, NZD millions",Subtitle
-2144384249908529493,"By sex and neighbourhood deprivation, year ended June 2015, % of children within group",Subtitle
-215770258637703691,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2166444565853969409,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2186639266578954423,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-2197859298781890636,"By region, 2013, number of people employed",Subtitle
-2201139412745154108,"For jobs in place for the full quarter, 2005 Q3–2014 Q3, NZD",Subtitle
-2215978231238927714,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2235265440558158958,"By region, 2013 Census, rate per 1000 population",Subtitle
-2235477648768259550,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2253729352505513881,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-2268047646391452327,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2275983797780265450,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-2279722243848819436,"2011–2014 average, % of all children aged 2-14 years",Subtitle
-2281541776346921430,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2293782091377614449,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-2294294426611363569,"1955–2011, age-standardised rate per 100,000 population ",Subtitle
-2302893325251930944,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2303012930152914551,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2304963908311783926,"By age and sex, year ended June 2012, number of new referrals",Subtitle
-2308410415455843951,"By age group and sex, year ended June 2012, rate per 100,000 population",Subtitle
-2320842593562472306,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-2324515184410084630,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2343680837391197696,"Estimates and projections for the year ended March 2016–2019, number of people employed",Subtitle
-2358050803270325459,"By sex and ethnicity, year ended June 2015, % of children within group",Subtitle
-2359738488217664644,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2364981129155054851,"2013 Census, number of people employed",Subtitle
-2365609008261295383,"By region, 2013 Census, rate per 1000 population",Subtitle
-2368621492723094415,"By age group and sex, year ended June 2012, number of people",Subtitle
-2376258767332432960,2001–2015,Subtitle
-2438751639545559195,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2446459368792512316,"Years to March 1997–2014, % change",Subtitle
-2469164392934229260,"2013 Census, number of people employed",Subtitle
-2481678892206814502,"2000–2015, number of enterprises",Subtitle
-2483368998347361758,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-2499733032939171653,"2006 Q2–2016 Q2, Farm Expense Price Index (Base 2013 Q4 = 1000)",Subtitle
-2501644531767488367,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-2535717096103621416,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2539840006085853842,"By age group and sex, year ended June 2012",Subtitle
-254559951184654326,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2572795240417835346,"By age group and sex, year ended June 2012",Subtitle
-2575434798486045902,Estimates and projections for the year ended March 2016–2019,Subtitle
-257918293139665413,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-2591318666768236266,"By age group and sex, year ended June 2012, number of people",Subtitle
-2591880740283973384,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-2612841356316165278,"By region, 2013, number of people employed",Subtitle
-2674415487461222371,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-2676590649403351248,"By region, 2013, number of people employed",Subtitle
-2677036774470411904,"Estimates and projections for the year ended March 2016–2019, number of people employed",Subtitle
-2683947309741135079,"By region of residence and sex, 2013 Census, number of people employed",Subtitle
-2708381119810025129,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2709261389965352305,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2720382480013791691,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2727876608825862330,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2732691630586266492,"(Critical care and emergency) By region, 2013, number of people employed",Subtitle
-273455100719717952,Estimates and projections for the year ended March 2016–2019,Subtitle
-273514413691122949,"2013 Census, number of people employed",Subtitle
-2739504572629855607,2001–2015,Subtitle
-2740945815988703801,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2743036623694962305,"By ethnicity, 2013, %",Subtitle
-2751818667918761855,"By sex and impairment type, 2013, %",Subtitle
-2762203889276228099,"By District Health Board, year ended June 2016, % of children within age group",Subtitle
-2764011791867396614,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-2774491617897521174,"2013 Census, number of people employed",Subtitle
-2774846475194529698,"By age group and sex, year ended June 2012, number of people",Subtitle
-2782862144439568175,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2793271036546956505,"By sex and neighbourhood deprivation, year ended June 2015, % of children (aged 2–14) within group",Subtitle
-2826755922390072832,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-285063684464873985,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2853140727596812349,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2860879822870548521,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2870543662465837256,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2876928812877083007,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2879181768963652360,"By region, 2013, number of people employed",Subtitle
-2905661026719097824,Estimates and projections for the year ended March 2016–2019,Subtitle
-2919413809821567451,2001–2015,Subtitle
-2921339920874369189,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-2939763158889704890,"(general medicine) By region, 2013, number of people employed",Subtitle
-2946333659945925057,"By sex, 2009–2012",Subtitle
-2960313370457078660,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-2964358851822404391,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-2966124706525661606,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-2969462863067839204,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-2978720974893961555,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-2980945295201940911,"By expenditure group, year ended June 2013 & 2016, NZD",Subtitle
-2997218603169302873,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3009180786446023797,"By industry (plus GST, duties and taxes), 2013, NZD millions",Subtitle
-3009258427659578016,"By impairment type, 2013, thousands",Subtitle
-3015527328757337539,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-3024926343639471450,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-3042647746658440584,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3062546079991868773,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3075714458425741175,"2013 Census, number of people employed",Subtitle
-3079838497258261123,"Year ended June 2015, NZD millions",Subtitle
-3092893295950733374,"By main earnings source, 2000–2014, number of people",Subtitle
-3100943256913972652,2001–2015,Subtitle
-310574571203731142,"By age group and sex, year ended June 2012, number of people",Subtitle
-3110586909267601268,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-3111200487011440332,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3115873034002163106,"By impairment type, 2013, thousands",Subtitle
-3130066195778154709,"By region, 2013, number of people employed",Subtitle
-313027805586317724,"By quarter, 2005 Q3–2014 Q3",Subtitle
-3133812994201800627,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3142000947696055651,"2013 Census, number of people employed",Subtitle
-3145345456678419995,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3147303068388860650,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3165263296745081486,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-3166292406657292009,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3167200654312668495,"By region of residence and sex, 2013 Census, number of people employed",Subtitle
-3167346451173618212,"By district health board, 2011–2014 average, % of all children aged 2-14 years",Subtitle
-3172614718718578552,"By industry, 2015, NZD millions",Subtitle
-317373495802488338,"By age and sex, year ended June 2012, number of new referrals",Subtitle
-3181939809955854719,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3185072306457723883,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-3196272723544462940,"2013, % of businesses",Subtitle
-3200984336669435409,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3201619655581620897,"By age group and sex, year ended June 2012, number of people",Subtitle
-3203354681383149642,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3208092662585616203,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3218153723877868165,"By age group and sex, year ended June 2012, number of people",Subtitle
-3230616893299986544,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3231843449201771967,"By age group and sex, year ended June 2012",Subtitle
-3233335028620638221,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3244527107469060078,Estimates and projections for the year ended March 2016–2019,Subtitle
-3246396360138578499,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3259348204715143175,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-3270466760871420099,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3283330914458919940,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-3285465501703400044,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3292883792033176208,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3300744927203655032,"By sex and ethnicity, year ended June 2015, % of adults within group",Subtitle
-3307216226952420668,"By age group and sex, year ended June 2012",Subtitle
-3340548114806636390,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-334916103212178343,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3375816824372055639,"2012, % of recent Internet users",Subtitle
-3387101591381301402,"2014, petajoules",Subtitle
-3413118838151123471,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3424381470794575868,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-3449874632827446793,"2013 Census, number of people employed",Subtitle
-3458660855619984424,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-3460684657578412555,"2013 Census, number of people employed",Subtitle
-3464367305183040498,"By sex and age group, 2010–2012, rate per 100,000 population",Subtitle
-3486605280241119449,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-3489796814539735456,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3500021924927760417,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3507747021310786123,"By purpose of research, 2014, NZD millions",Subtitle
-3513681478698189909,"2000–2015, number of enterprises",Subtitle
-3533316128510691378,"By age group and sex, year ended June 2012, number of people",Subtitle
-3534308124074542912,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-353621874006617243,"2000–2015, % of civil government budget appropriations or outlays for R&D",Subtitle
-3544784168620120344,"By sex and age group, 2013, %",Subtitle
-3547714580484042332,"By ethnicity and sex, year ended June 2012, age-standardised rate per 100,000 population",Subtitle
-3562160646756882675,"By region in New Zealand, 2015, % of all industries in each region",Subtitle
-3569908093985509114,"2013 Census, number of people employed",Subtitle
-3571233815030591941,"By police district, 2014, number of apprehensions",Subtitle
-3571481428374380496,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3584077533883971606,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-3589191630108419566,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-3593975214442826160,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3600216007907206480,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3603382360336980516,"By District Health Board, 2011–2014 average, % of all children 1-14 years",Subtitle
-360691871789514484,"By region, 2013, number of people employed",Subtitle
-3615987048019321967,"Most common responses only, April 2016, % of businesses (n=501)",Subtitle
-3617342726193405606,"Estimates and projections for the year ended March 2016–2019, number of people employed",Subtitle
-3634945066990410742,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-363918073449360834,"2013 Census, number of people employed",Subtitle
-3642320489449555996,"By size (employee count), as at February 2015, number of enterprises",Subtitle
-3645141989043605479,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-365963714514924449,"2009–2015, NZD millions (excluding GST)",Subtitle
-3672489986234242161,"By fuel type, 2013, terajoules",Subtitle
-3672739993453376175,"By district health board, 2011–2014 average, % of all children",Subtitle
-3680311570631047304,2001–2015,Subtitle
-3689313977166446151,"2013 Q4–2014 Q3, % of jobs",Subtitle
-3704223892958100099,"By age group, 2011–2015 average, % of adults within group",Subtitle
-3710674532161892308,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3711041511773148715,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-37384841777884945,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-3757125595274082746,"By region, 2013, number of people employed",Subtitle
-375740418001249680,"By sex and neighbourhood deprivation, year ended June 2015, % of adults (with natural teeth)",Subtitle
-3761129976802555193,"Most common responses only, April 2015–April 2016, % of businesses with vacancies (n>60)",Subtitle
-3777047157816078265,"2013 Census, %",Subtitle
-3787048377188189338,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-3819322741890973653,"2000–2015, number of employees",Subtitle
-3819636441331305380,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",Subtitle
-3833769568273917128,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3845965256145082628,"By sex and neighbourhood deprivation, year ended June 2015, % of adults within group",Subtitle
-3855116081101483147,"By region, 2013, number of people employed",Subtitle
-3856881371903967416,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3878408212586966303,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3887345910134731605,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3892049097096444609,"By sex and ethnicity, year ended June 2015, % of children within group",Subtitle
-3900466595540449364,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3906251606695386189,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3908501482036185416,"By expenditure group, year ended June 2016, NZD",Subtitle
-3916607182185849477,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3923110757233656087,"By ethnicity and sex, year ended June 2012",Subtitle
-3928964673164471015,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-3963569059122034228,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3974553359043094669,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-3976451420345569298,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-3977621601027992501,"By sex and age group, 2013, %",Subtitle
-3996469929921277903,"Year ended June 2016, NZD",Subtitle
-3996672587925836168,"By region, 2013, number of people employed",Subtitle
-3999302155158198548,"2013 Census, %",Subtitle
-4002746022291945761,Estimates and projections for the year ended March 2016–2019,Subtitle
-4006470418342696500,"In the past 12 months, by DHB, 2011–2014 average, % of all children",Subtitle
-400725591614827088,Estimates and projections for the year ended March 2016–2019,Subtitle
-4017809827672913303,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4028141391927141219,"2013 Census, number of people employed",Subtitle
-4029533140236158578,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-4029749186570373054,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4037578393648254589,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4062982258357699877,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4064506307225619366,"By industry, 2013, % businesses within each category",Subtitle
-4069639639423025045,Estimates and projections for the year ended March 2016–2019,Subtitle
-4084682172269034739,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4096325068184445558,"By age group and sex, year ended June 2012",Subtitle
-4102862279123590320,"By field of study, 2014",Subtitle
-412088708573560012,"By sex and age group, 2010–2012, rate per 100,000 population",Subtitle
-4121611444890284246,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4124933920398797251,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4127926921522239726,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-4166526563632267151,"By age group and sex, year ended June 2012, number of people",Subtitle
-4175562837492945927,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4185776197437664122,"By main earnings source, 2000–2014, number of people",Subtitle
-4187856856424636285,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-420001595468470507,"By industry (plus GST, duties and taxes), 2013, NZD millions",Subtitle
-4205965239496469544,"Financial Year 2015, % of bankruptcy applications",Subtitle
-421482722326210865,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4221041776792962984,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4241765154249826212,"By region, 2013, number of people employed",Subtitle
-425696735946939951,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4273604383351267437,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4276305526005638857,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4276827624876098731,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4285818375920960768,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4287076037504055841,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4292292394904918737,"2009–2012, June years",Subtitle
-4303171093802218631,2001–2015,Subtitle
-4336427026625912387,"2006 & 2013 Census years, number of people aged 15+",Subtitle
-4342495842149532016,"2013 Census, number of people employed",Subtitle
-4345211633265629518,"2010–2014, number of births per 1000 women of reproductive age",Subtitle
-43666482086691696,"By sex and age group, 2010–2012, rate per 100,000 population",Subtitle
-4389173006700515018,"2013 Census, number of people employed",Subtitle
-440328421491906872,"By region of residence and sex, 2013 Census, number of people employed",Subtitle
-4410023353795748922,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-4417477931846650237,"2013 Census, number of people employed",Subtitle
-4422378322625367908,"By month, 2013–2014, number of apprehensions",Subtitle
-4424705345309956231,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4425456106748821402,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4434434284502264090,"(Child and family health) By region, 2013, number of people employed",Subtitle
-4434870467702409120,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4436555996483493824,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4442592443469265146,"By District Health Board, 2011–2014 average, % of all children aged 1-14 years",Subtitle
-4469913449568444955,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4471082709706863599,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4474469066846455657,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4475830989764006393,"2011 Q1–2016 Q3, % change from previous quarter",Subtitle
-4489563598612811162,"Domestic plus international visitors, year to March 2015, NZD millions",Subtitle
-4518964995989108509,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4535626735895855281,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",Subtitle
-4544846266338903357,"By age group and sex, year ended June 2012, number of people",Subtitle
-454952980127927317,Estimates and projections for the year ended March 2016–2019,Subtitle
-4560591724168495889,"By deprivation quintile, year ended June 2016, % of eligible children within group",Subtitle
-4566738412442454783,"By ethnicity and age group, 2013, % of population",Subtitle
-4567818566379923770,"By main earnings source, 2000–2014, number of people",Subtitle
-4572531727963415904,2001–2015,Subtitle
-4572974748707162592,"2011 Q1–2016 Q3, % change from same quarter previous year",Subtitle
-4621135159779727493,"For jobs in place for the full quarter, 2005 Q3–2014 Q3, NZD",Subtitle
