titleId:ID(Title),name,:LABEL
-2182145510724879096,"Visitor spend on tourism products and services in Waitaki RTO, New Zealand ",Title
-2185358021497130059,"Health therapy professionals in the Bay of Plenty Region, New Zealand",Title
-2198942512973119760,Health - Anxiety disorder among adults (prevalence) 2014/15,Title
-2209405871107450488,Price received by New Zealand businesses for contract manufacturing services,Title
-2214315803281589475,Expenditure on health and environment programmes in New Zealand and select OECD countries,Title
-2248439886091855117,Registered nurses (community health) in New Zealand,Title
-2253801891647773767,Price paid for animal health and breeding by cropping and livestock farms (excl. sheep/beef) in New Zealand,Title
-2262850192077041778,New Zealand hospitalisations for dizziness and giddiness,Title
-2275632911227533538,"Industries of employment for people residing in the Papakura Local Board Area, Auckland, NZ",Title
-2287994436758215910,New Zealand hospitalisations for impaired glucose regulation and diabetes mellitus,Title
-2294543283183744038,"New Zealand hospitalisations for disorders of the gallbladder, biliary tract and pancreas",Title
-2297270449995615945,Health - Unmet need for GP due to cost among adults (time trends) 2011/12–2014/15,Title
-2308424479555688675,Health - Mean waist measurement for adults 2014/15,Title
-2312819054562949977,"Price paid by New Zealand businesses for electric motors, generators, and transformers",Title
-2319458685054279088,Price received by New Zealand businesses for special trade construction services,Title
-2329590550833197210,Health - Asthma among children (prevalence) 2014/15,Title
-2330723246958758150,Average earnings in the medical and other health care services industry in New Zealand,Title
-2338191401045165891,New Zealand firms implementing new or improved operational processes,Title
-233840068697740675,"Cigarette smoking behaviour in Waimakariri District, New Zealand",Title
-234631411961846444,Price paid by New Zealand businesses for accident and health insurance services,Title
-2364289062811016875,Referrals received by New Zealand mental health and addiction teams from paediatrics,Title
-2369813625392353806,Employees in the health and general insurance industry in New Zealand,Title
-2383971875718202754,"Industries of employment for people residing in Clutha District, New Zealand",Title
-2395656436512716927,Price received by New Zealand businesses for hunting and fishing support services,Title
-2395954575186140457,Health - Adults who visited GP in past 12 months  (time trends) 2006/07–2014/15,Title
-2396680566161595772,Price received by New Zealand businesses for cattle,Title
-2397812719315194385,New Zealand hospitalisations for injuries to the thorax,Title
-2436234400159421350,Health - High cholesterol among adults (prevalence) 2014/15,Title
-2457320051694919619,"Price paid by New Zealand businesses for soap, cleaning preparations, and perfumes",Title
-2462189040158455363,Building consents issued for new non-residential buildings in New Zealand,Title
-2471960850638198920,Percentage of the New Zealand population with impairments,Title
-2479508424698792905,Clinical haematologists in New Zealand,Title
-2496542896740026199,Quarter-on-quarter change in price of health insurance in New Zealand,Title
-2498140393620684571,"Building consents issued for new non-residential buildings in the Hawke's Bay Region, New Zealand",Title
-249970008718478038,Health - Adults by Body Mass Index (BMI) category 2014/15,Title
-2507165443847016272,Discharges from New Zealand mental health and addiction teams to psychiatric inpatient units ,Title
-2525428897848384245,Health - Anxiety disorder among adults (time trends) 2006/07–2014/15,Title
-252791313933450717,Health - Children who ate fast food at least once in past week (prevalence) 2014/15,Title
-2537147903225410049,"Cigarette smoking behaviour in Central Hawke's Bay District, New Zealand",Title
-2544168659348081801,"Health care and social assistance business births/deaths in Dunedin City, New Zealand",Title
-2546330185266341600,Health - Children whose last visit at an after-hours medical centre was free (prevalence) 2014/15,Title
-2601336507318260527,"Price paid by New Zealand businesses for fish, crustaceans, and other aquatic plants and animals",Title
-2602858038105478235,Government tertiary education expenditure on research in New Zealand,Title
-2603084423631603353,Filled jobs in the health care services industry (other) in New Zealand,Title
-2606848459253922025,New Zealand hospitalisations for symptoms and signs involving the circulatory and respiratory systems,Title
-2613553438789404804,New Zealand hospitalisations for nutritional anaemias,Title
-2616811110979031795,Business types within the health care and social assistance industry in New Zealand,Title
-2641455534012602399,New Zealand hospitalisations for disorders of vestibular function,Title
-2658830232410587305,"Rate of cancer registrations for selected cancers by sex and age group, New Zealand, 2012",Title
-2660148575354844773,Health - Adults who were unable to get an appointment at usual medical centre within 24 hours (prevalence) 2014/15,Title
-2672968024944275788,"Health care and social assistance business births/deaths in Palmerston North City, New Zealand",Title
-2683662559387693075,People on temporary leave from inpatient treatment in mental health and addiction services in New Zealand,Title
-2691988890277477759,Price received by New Zealand businesses for fertiliser,Title
-2694375870796639982,"Cigarette smoking behaviour in Taupo District, New Zealand",Title
-2697164752638272430,"Children fully immunised at age 6 months in the Nelson Marlborough DHB, New Zealand",Title
-270710200806642340,Mental health - Methods used for suicide deaths 1997–2012,Title
-2709721777976963608,New Zealand businesses who use the Internet for internal or external recruitment,Title
-2712520377114407867,Medium secure inpatient occupied bed nights at mental health and addiction services in New Zealand,Title
-2717786923644808628,Highest qualifications of health therapy professionals in New Zealand,Title
-272692943151648807,"Price received by New Zealand businesses for office and audio visual equipment, computers, and parts",Title
-2736739495286278066,New Zealand hospitalisations for abnormalities of breathing,Title
-2748653564063698842,Adults with private health insurance cover in New Zealand,Title
-2751565439554790006,Price paid by New Zealand businesses for rent of transport equipment,Title
-2752683650109122178,New Zealand adults diagnosed with anxiety disorder,Title
-2760428748879939536,Average weekly household expenditure in the South Island excl. Canterbury,Title
-278171186613223345,Rate of intentional self-harm hospitalisation in New Zealand by District Health Board of residence,Title
-2782146785485692411,Annual average nitrogen dioxide concentration in New Zealand,Title
-2790711806531702298,title,Title
-2798110259984080641,New Zealand hospitalisations for heart failure,Title
-2806352860396676902,Capital productivity growth rate for the health care and social assistance industry in New Zealand,Title
-2815561220338980267,"Health - Publicly funded hospital discharges by primary diagnosis, by age and ethnic group 2013/2014",Title
-2822682654202158051,New Zealand hospitalisations for diseases of the middle ear and mastoid,Title
-2854666264547862173,Traditional chinese medicine practitioners in New Zealand,Title
-2863746798098833389,Community health registered nurses in New Zealand,Title
-2875490472271906149,Children with diagnosed and medicated asthma in New Zealand,Title
-2878596883244762720,Health - Diabetes among adults (prevalence) 2014/15,Title
-288937207221393106,New Zealand hospitalisations for headache,Title
-2892734783295116026,Discharges from New Zealand mental health and addiction teams with self or relative referral ,Title
-2902734335213258883,Price paid by New Zealand businesses for scientific and other technical services,Title
-2910438087563124554,"Rate of intentional self-harm hospitalisation for people living in the West Coast DHB, New Zealand",Title
-2915957509645559402,"Rate of intentional self-harm hospitalisation for people living in the Tairawhiti DHB, New Zealand",Title
-2926294232223469044,"Mental health - Suicide deaths by ethnicity, age group and sex 2012",Title
-2932446716082210571,"Visitor spend on tourism products and services in Clutha, New Zealand ",Title
-2946433420598819149,Employees in the allied health services industry in New Zealand,Title
-2965529071478572049,"Cigarette smoking behaviour in the Manurewa Local Board Area, Auckland, New Zealand",Title
-2967033824326747470,Price received by New Zealand businesses for ready-mixed concrete,Title
-2978329358787521097,Enterprises in the health and general insurance industry in New Zealand,Title
-2981186969745672370,"Health diagnostic and promotion professionals in the Gisborne Region, New Zealand",Title
-2985133699203665471,New Zealand hospitalisations for false labour,Title
-2987591980139819706,"Children fully immunised at age 6 months in the Whanganui DHB, New Zealand",Title
-3006056675200421037,"Health - Publicly funded hospital procedures by health intervention type, by age and sex 2013/2014",Title
-3024854860911702233,"Children fully immunised at age 5 years in the Taranaki DHB, New Zealand",Title
-3029500509746427797,New Zealand hospitalisations for arthrosis,Title
-3032623483563857408,"Cigarette smoking behaviour in the Albert-Eden Local Board Area, Auckland, New Zealand",Title
-304572181195771587,Health - Osteoarthritis among adults (prevalence) 2014/15,Title
-3051824286880523294,"Children fully immunised at age 8 months in the Wairarapa DHB, New Zealand",Title
-3054670956052613026,"Rate of cancer registrations for non-Māori for selected cancers by sex and age group, 2011",Title
-3059034822936378382,New Zealand adults diagnosed with mood disorders,Title
-3075916678527998942,"Industries of employment for people residing in the Whau Local Board Area, Auckland, NZ",Title
-3096803204043767181,New Zealand hospitalisations for malignant neoplasms of the prostate,Title
-310499392669386050,Causes of impairment for people with disabilities in New Zealand,Title
-3120771795181670558,Health - Current smokers among adults (prevalence) 2014/15,Title
-3126805447344668554,Birth rate in New Zealand by District Health Board of residence,Title
-3134705237534885170,"Education, health and welfare services managers in the Waikato Region, New Zealand",Title
-3136825235519823966,Employees in the medical and other health care services industry in New Zealand,Title
-3164291408645205421,Filled jobs by firm size in the health care and social assistance industry in New Zealand,Title
-3170948572771863940,"People employed in the health care and social assistance industry in the Auckland Region, New Zealand",Title
-3187425323858985222,Government tertiary education expenditure on scholarships  in New Zealand,Title
-3192891244482895802,New Zealand hospitalisations for inflammatory polyarthropathies,Title
-3193757949698372789,"Visitor spend on tourism products and services in Marlborough RTO, New Zealand ",Title
-3206989122444453354,Self-reported good or very good health in OECD countries,Title
-32196112108293072,Ambulance paramedics in New Zealand,Title
-3221410070439453123,"Visitor spend on tourism products and services in Lake Taupo RTO, New Zealand ",Title
-3232881482300768151,Health - Children who visited an after-hours medical centre in past 12 months (prevalence) 2014/15,Title
-3233135093948489704,"Children fully immunised at age 8 months in the Bay of Plenty DHB, New Zealand",Title
-3248160410885214929,"Price paid by New Zealand businesses for iron ore, alumina, basic and semi-finished metal products",Title
-3265732643685279224,Health - Hospitalisations by selected cause and type of microbe (custom summary) 2013/2014,Title
-326803053052709356,"Health diagnostic and promotion professionals in the Southland Region, New Zealand",Title
-3275748390754959327,"Children fully immunised at age 24 months in the Canterbury DHB, New Zealand",Title
-3288033004337129373,People seen by co-existing problems teams at New Zealand mental and addiction service providers,Title
-3293781477608333188,New Zealand hospitalisations for diseases of the eye and adnexa,Title
-3297124472183384305,People who received advocacy activities at mental health and addiction services in New Zealand,Title
-3301611133313746508,Price received by New Zealand businesses for basic chemicals including methanol,Title
-3323742130913111300,New Zealand hospitalisations for haemorrhoids,Title
-3333991894465110956,New Zealand hospitalisations for epilepsy,Title
-3339591274544518199,"Cigarette smoking behaviour in Kapiti Coast District, New Zealand",Title
-3355328898361516818,"Health - Excellent, very good or good self-rated health among adults (time trends) 2006/07–2014/15",Title
-3356350981865873388,"Price received by New Zealand businesses for water, plumbing, and drain laying services",Title
-3379186439343689574,New Zealand hospitalisations for intestinal infectious diseases,Title
-3385074482612857663,Employees in the health care services industry (other) in New Zealand,Title
-3387562871143103636,"Health care and social assistance business births/deaths in the Northland Region, New Zealand",Title
-3404848926833571483,Health - Eczema among children (prevalence) 2014/15,Title
-3416511483972286488,"Children fully immunised at age 24 months in the Southern DHB, New Zealand",Title
-3419568421201878479,"Cigarette smoking behaviour in Gisborne District, New Zealand",Title
-3420413652038483319,New Zealand hospitalisations for Crohn's disease (regional enteritis),Title
-3435576431773929577,"Industries of employment for people residing in South Waikato District, New Zealand",Title
-343640128164683627,"Birth rate in the Taranaki DHB, New Zealand",Title
-3436604436367360965,Research and development (R&D) expenditure by New Zealand businesses,Title
-3452414994668152346,Asian people seen by mental health and addiction services in New Zealand,Title
-3456805632437394321,"Children fully immunised at age 18 months in the Capital and Coast DHB, New Zealand",Title
-3457802417491951671,Referrals received by New Zealand mental health and addiction teams from day hospitals,Title
-3458969978450493702,Discharges from New Zealand mental health and addiction teams with no further referral ,Title
-3471415398394329880,"People employed in the health care and social assistance industry in the West Coast Region, New Zealand",Title
-3475829439547894345,New Zealand businesses who use the Internet to share information with other organisations,Title
-3477949714294041257,New Zealand hospitalisations for complications of internal orthopaedic prosthetic devices/inplants/grafts,Title
-3478607571387020229,Price paid by New Zealand businesses for petrol,Title
-3479313249581870278,Medical radiation therapists in New Zealand,Title
-3480489584957108747,New Zealand hospitalisations for symptoms and signs involving the urinary system,Title
-3490828001246367603,New Zealand hospitalisations for symptoms and signs involving cognition/perception/emotions/behaviour,Title
-350275333026710650,"Children fully immunised at age 6 months in the Hawke's Bay DHB, New Zealand",Title
-3525184084122473450,Price received by New Zealand businesses for logs for domestic market,Title
-3525480546538091741,Health - Daily smokers among adults (time trends) 2006/07–2014/15,Title
-3547879527059773433,"Children fully immunised at age 18 months in the South Canterbury DHB, New Zealand",Title
-3554109274587299990,"Employment in the health care and social assistance industry in the Northland Region, New Zealand",Title
-3572044579463526904,Health - Heart failure among adults (prevalence) 2014/15,Title
-3574144021954381974,"Building consents issued for new non-residential buildings in the Canterbury Region, New Zealand",Title
-3574421906175826282,"Industries of employment for people residing in the Otago Region, New Zealand",Title
-3576523005584906487,Price paid by New Zealand businesses for packaging products of plastic,Title
-3578058197398906973,Pathologists in New Zealand,Title
-3583175862099505638,Health - Ex-smokers among adults (prevalence) 2014/15,Title
-3594601914129711462,Health - Children given solids before 6 months (prevalence) 2014/15,Title
-3602199986889991783,"Industries of employment for people residing in the Manurewa Local Board Area, Auckland, NZ",Title
-3604858602538845369,Cigarette smoking behaviour in New Zealand,Title
-3634133853267316738,Health - Chronic pain among adults (time trends) 2006/07–2014/15,Title
-3636442091869469614,"Children fully immunised at age 24 months in the Hawke's Bay DHB, New Zealand",Title
-3639171704610711583,Phlebotomists in New Zealand,Title
-3640893909449392570,"Health therapy professionals in the Canterbury Region, New Zealand",Title
-3660859546522110694,"Gross Domestic Product of the Marlborough Region, New Zealand",Title
-3683089024013381266,New Zealand hospitalisations for chronic lower respiratory diseases,Title
-3704240903422803425,Price paid by New Zealand businesses for scenic and sightseeing transportation services,Title
-3709830477443167086,"Cigarette smoking behaviour in Thames-Coromandel District, New Zealand",Title
-3714990549950985920,Māori people seen by mental health and addiction services in New Zealand,Title
-3715358269743843270,Acute inpatient or equivalent occupied bed nights at mental health and addiction services in New Zealand,Title
-3738429240790730660,"Health - Publicly funded hospital discharges by recorded external cause, by DHB 2013/2014",Title
-3766827345459971719,"Industries of employment for people residing in Waitaki District, New Zealand",Title
-3775552269039172390,Research and development expenditure by all sectors in New Zealand,Title
-3786914617814663769,"Education, health and welfare services managers in the West Coast Region, New Zealand",Title
-3787289434518593540,Discharges from New Zealand mental health and addiction teams to private practitioners ,Title
-3787863958995928412,New Zealand hospitalisations for injuries to the elbow and forearm,Title
-3790066779407046298,"Health - Adults who had one or more teeth removed in lifetime due to decay, an abscess, infection or gum disease (time trends) 2006/07–2014/15",Title
-3796430777697737853,Discharges from New Zealand mental health and addiction teams to Social Welfare ,Title
-3797993674278893944,New Zealand hospitalisations for diseases of the respiratory system,Title
-3799007217938863840,Discharges from New Zealand mental health and addiction teams to paediatric services ,Title
-3800869454050450655,Nursing support workers in New Zealand,Title
-3804417639142070438,Enrolled nurses in New Zealand,Title
-3805661084166073432,Work opportunity/employment/vocational activities with mental health and addiction services in New Zealand,Title
-3820653914895061655,Employment in the health care and social assistance industry in New Zealand,Title
-383182931101252803,Price received by New Zealand businesses for sheep,Title
-383589448282433785,"People with disabilities living in private households in the Manawatu-Wanganui Region, New Zealand",Title
-3839565268044288443,"Health therapy professionals in the Waikato Region, New Zealand",Title
-3850938887655675480,"Education, health and welfare services managers in the Taranaki Region, New Zealand",Title
-385111472526647602,"Rate of intentional self-harm hospitalisation for people living in the Counties Manukau DHB, New Zealand",Title
-3851362654048833338,"Referrals received by New Zealand mental health and addiction teams from child, adolescent and family services",Title
-3852988511710968127,Enterprises in the allied health services industry in New Zealand,Title
-3903459627869152571,Referrals received by New Zealand mental health and addiction teams from psychiatric outpatients,Title
-3905729761177104710,"Health care and social assistance business births/deaths in the Taupo District, New Zealand",Title
-3920890948153684685,Health - Unmet need for GP due to lack of transport among adults (prevalence) 2014/15,Title
-3925969827549201828,Price paid by New Zealand businesses for sheep,Title
-392855771644859841,Health - Children given solids before 4 months (time trends) 2006/07–2014/15,Title
-3946604457766726695,People seen by mental health and addiction teams in New Zealand,Title
-3950620673977879526,"Cigarette smoking behaviour in Kaikoura District, New Zealand",Title
-3951928942993306928,"Visitor spend on tourism products and services in Wellington RTO, New Zealand ",Title
-3956157202399230731,Number of Māori adults with private health insurance cover in New Zealand,Title
-3966188699996118133,"Cigarette smoking behaviour in Selwyn District, New Zealand",Title
-3971042931745235988,People seen by inpatient teams at New Zealand mental and addiction service providers,Title
-3990591800156320344,Percentage of the New Zealand population with memory impairments,Title
-3991910108384511623,Health - Adults who do little or no physical activity (prevalence) 2014/15,Title
-4001090593069787124,New Zealand hospitalisations for infections of the skin and subcutaneous tissue,Title
-401518528599362625,Percentage of the New Zealand population with speaking impairments,Title
-4015219867669371438,"Health care and social assistance business births/deaths in the Whakatane District, New Zealand",Title
-402131720465543942,New Zealand hospitalisations for nonsuppurative otitis media,Title
-4041003008919872462,Health - Ischaemic heart disease among adults (prevalence) 2014/15,Title
-4046807879058110307,"Children fully immunised at age 6 months in the Waikato DHB, New Zealand",Title
-4064192585535100662,"Building consents issued for new non-residential buildings in the Northland Region, New Zealand",Title
-4072980292412653280,"Cigarette smoking behaviour in the Great Barrier Local Board Area, Auckland, New Zealand",Title
-4103890852818119742,"Cigarette smoking behaviour in Manawatu District, New Zealand",Title
-4107969526205167982,"Average weekly household expenditure in the Auckland Region, New Zealand",Title
-4119208367708772430,People who did not attend their appointment at mental health and addiction services in New Zealand,Title
-4119541170262116766,New Zealand businesses that suffered a damaging ICT security attack in the last financial year,Title
-4120359668259530916,Registered nurses in New Zealand,Title
-4130186435783808622,"Visitor spend on tourism products and services in Whanganui RTO, New Zealand ",Title
-414203522053388900,Worker turnover rate in the health care and social assistance industry in New Zealand,Title
-4142412192248660339,Price received by New Zealand businesses for games and toys,Title
-4146087656711297106,"Organisations providing business support to exporting firms based in Auckland, New Zealand",Title
-4154694938624488004,"Health therapy professionals in the Hawke's Bay Region, New Zealand",Title
-4156995089197398682,New Zealand children diagnosed with asthma and currently taking medication,Title
-416342269517838357,Price paid by New Zealand businesses for advertising and marketing,Title
-4165818711186554129,"Children fully immunised at age 5 years in the Whanganui DHB, New Zealand",Title
-4181328956573262360,Health diagnostic and promotion professionals in New Zealand,Title
-4194908764927854122,"Visitor spend on tourism products and services in Wairarapa RTO, New Zealand ",Title
-4214798237074671779,"Price paid by New Zealand businesses for animal and vegetable oils and fats, starches, and grain products",Title
-4219152884288536853,New Zealand hospitalisations for acute upper respiratory infections,Title
-4222368911221326940,"Health care and social assistance business births/deaths in Tauranga City, New Zealand",Title
-4239632189336215160,"Cigarette smoking behaviour in Far North District, New Zealand",Title
-4242605745362619030,NZ children unable to attend after-hours services due to transport,Title
-4243718352554975354,"Children fully immunised at age 18 months in the Counties Manukau DHB, New Zealand",Title
-4250527281972984594,Students completing doctoral degrees in health in New Zealand,Title
-4252482044742342498,Occupied bed nights in substance abuse residential services at mental health and addiction services in New Zealand,Title
-4274948091335047837,Apprehensions for public health and safety offences in New Zealand,Title
-4284044663449422341,Annual average PM10 concentration in small New Zealand towns ,Title
-4315947309213781022,Price paid by New Zealand businesses for construction aggregates,Title
-4335950136539347093,Highest qualifications of people working in the health and general insurance industry in New Zealand,Title
-4336028647790135656,People seen by community teams at New Zealand mental and addiction service providers,Title
-4345475785226406539,"Birth rate in the Hutt Valley DHB, New Zealand",Title
-4348791363376271767,"Cigarette smoking behaviour in Whakatane District, New Zealand",Title
-4349379905615940691,Proportion of babies born preterm by District Health Board in New Zealand,Title
-4356042502933644459,Health - Mean waist circumference of children by age 2014/15,Title
-4369339959731820650,"Visitor spend on tourism products and services in Taranaki RTO, New Zealand ",Title
-4400388151836841645,Average earnings in the health care services industry (other) in New Zealand,Title
-4407592495582115437,New Zealand children who visited a dental health care worker in the past 12 months,Title
