:START_ID(Title),:END_ID(Subtitle)
-2232654697954568699,8058906733337374239
-2236432267632271065,-3631413545396168651
-2236432267632271065,5550868603681347820
-2263773713644713962,4907131999237754444
-2267626383277532721,5868747569343773132
-2311562274798942959,-9108685795943712379
-2319128606033271311,2498682361545554839
-232813311610740087,-6553609515782655181
-2334945061858843368,7556161097952498038
-2340493049765865808,-6587961941617563976
-2347657709943783592,6533261437200914917
-2358419044481159136,-2469616530523909074
-236086658151593749,968716058229740244
-2376857435080887956,7046555483500134868
-2397619465432677031,5200634405332876404
-2404798200292291692,-7541955909682317310
-2405502434273980411,-3701561551694614506
-2415934420457811891,-5913237534120182781
-2422798848647906024,-38872393202875347
-2422798848647906024,-5188763827156835614
-2422798848647906024,2774524808099786868
-2422798848647906024,6643774036699480106
-242957782093811568,-6613767575388656544
-2433463404424776940,35080272742224709
-2437850122884616733,-4060163600946291347
-2455962246309287306,7844577701951348314
-2455962246309287306,849046100766574573
-2470413830225671570,-6739552979669756480
-2486327215025604221,-4731086583370600030
-2486327215025604221,3999198280209625147
-2505993734543683035,847988024847417564
-2520595796741023335,-3695653593004229498
-2556728584832724556,5124517469575648298
-2560245471492499176,7090436115578357014
-2562385348766235926,-151170425305258005
-2563411096204733449,5073530529538468405
-2565197711651588246,3294364649765465298
-2571131748087717951,-1451618080720773410
-2571131748087717951,3738117279201968660
-257778131298865126,7833260820587104200
-2579710807421759647,-8286943576430939492
-2580223322665999462,-3931705427692100198
-2590980084755811159,-6221114521501733128
-2593815527497349618,-1589087771063685666
-2616506705151683005,602354015723785873
-2616506705151683005,905306404515018116
-2637749859283718492,-8313608605069846513
-2659080766831042321,-6910075873766698579
-2664584264826431274,2165289998040080199
-2682475874484379904,-4190478597522624116
-2701686030551839456,-4273888235110831073
-2714024345948049149,-6590395366955897438
-2733985327489833107,-8841407400920884997
-2741606593890254269,7784275661565989253
-2743486081317412517,-7666218531588379169
-274839329035380562,8413299265594145223
-2777095423880665467,8725464651739797003
-280121734074749368,-9148029411148488714
-280121734074749368,1654087506131070515
-280121734074749368,4635741780960843217
-2816761282928500589,747939700304331668
-2841920590841866429,-8317858469638865967
-2873028173729595524,5486857921916015508
-2892361464940448788,-4621557512677999858
-2892361464940448788,-8083035104211700930
-2892978410392078807,-8038375461494205986
-2894744184199644019,-2572367777839768273
-2894744184199644019,7955816677741848243
-2900821271292163333,33346724780369590
-2902610554897266723,-322540901506477325
-2904787426688624860,-725703465448053132
-2928700964515605844,115168066970268031
-2943919407377519142,-2032608805112856036
-2945866665608790609,3984451569699404998
-2947878570649580313,7345976730001245968
-2970190457501355692,-5603654177338815597
-2989741896348497358,-8072741367504023012
-2995749102974716583,2106725076979951730
-3007329515473808725,3434968586292331767
-3015634491667823675,-4603046083958728186
-3029032563088505963,-6941851616031211024
-3034424751673510455,-5188971622555261976
-3034424751673510455,1809439779763635332
-3059526537033592311,-1968652439094092229
-3059526537033592311,203550076076603630
-3074941752866588724,7243343631058806281
-3084220697786279393,6254396138500692514
-3111844633000912413,7140089563538914248
-3114171779570486972,238400676097405212
-3116463072345329082,-1973721408432753299
-3120626941621424691,-7859200293907444951
-3120626941621424691,6115014008343067093
-3130402771576724197,5884457768660920497
-3130402771576724197,6743310277944248172
-3140714850129835100,-7001926549130319972
-3155105190846797057,502929273122822025
-3155105190846797057,7549499702184330579
-3178417033395587726,-3823536725282546844
-3178417033395587726,-7501525524071168946
-3216625741747942441,3205622627635060048
-3224268102197542878,-3723693514427365540
-3227660682008305331,-5789132185273388142
-3229168600107564383,-1323858946012582116
-3234996140309685625,8477869763037101500
-3247954731067272823,-2957781799005831508
-3286147965874149997,-7464729391443546430
-3300465727693306332,7631192428261174696
-3304639134895563393,-5866263649584270406
-3312522138934593214,7024336597199012429
-3314958441740950548,-8132742969304447313
-3325532424069451376,5558303529079328804
-3333155712776606178,-7079136117353760824
-3341636254041997544,4852142597083279601
-3353128449467003669,-2440191766794899106
-3362367244339681872,4717731656230781604
-3366469673412957276,3762294010607488654
-3373603472118563873,-7377089226773014169
-3379843787594754535,7456935343279329525
-3381700558308032530,-4081236765655425594
-3381700558308032530,4350991159851529076
-3428866267269539023,59535577204518458
-34406871438709187,5259824938469783441
-3454364784809484837,-4214526336864393442
-3457590982879412021,-9085635110394061295
-3469213811108543902,-3560125769949224001
-351004541724164473,-4914785295039638152
-351004541724164473,-804636973063546638
-3523651727477984390,3371467727229326547
-3524590432680738733,9067416679052972834
-3526266468703841514,8179572706791663108
-3572701475000929423,514895959855623978
-3590627391108148610,-8348957249264867898
-3590627391108148610,633601675624760504
-3596716997552953130,-3619674237159746960
-3616331518016449145,4086730246417705746
-3640761966608409510,-8415635677598093123
-3647889532115490423,1580062614935367125
-3648176638514904759,385385800592819368
-3648600516973519070,-6642400215981367559
-3655461636437505134,8582212976841172771
-3666419771790492665,-2693255997616194494
-3666419771790492665,-825807655654983633
-3670492637778212740,3699453591308215465
-3694132569437310009,2865873381838847962
-3695128139703601204,6618931038649287771
-3696406766263897432,7995531916154659976
-3733025155702366652,-2561184322708495441
-3733025155702366652,414084076672562594
-3736422415710911249,6182749178102063034
-3741562964459206299,-7418879828291304977
-3749957876877375610,-6766927359094473249
-3749957876877375610,7101798718296776365
-3762346198139564830,-4717382696911281542
-3763222907907968197,5462188312001137472
-3764124656679398893,-1352926288007544979
-3787376598720308234,-5994771811573758558
-379423893774780128,6240956087705492647
-3804258009719827742,345345346252625151
-3848867366965435418,-4000835629298136727
-3848867366965435418,896769181012492506
-3876869333684620017,7540999880881132246
-388562875136719593,-621424307185093016
-3891926346119338143,-2345840378008734748
-3898026758745226577,-267001710111102618
-3898026758745226577,6310838300441354134
-3907035603808416284,-5196493361981369493
-3921239441424635588,189530174716801876
-3934295293258170413,-1884229499651347741
-3934881583517790654,-2465894438403011761
-3934881583517790654,-8332281892767400796
-3938476114002283842,-3018589498820123620
-3938476114002283842,6994182618050124258
-3939505238336882799,4718621435441319204
-3940115769622882130,7616320541146110134
-3941835537424804779,-881615632434421679
-3942010057618889739,256429661402642019
-3945942848781826585,2060272452946886787
-3951925278457282688,7949618840711633147
-397893803412678935,5353984334684432597
-3992757235954239034,4149493595203017281
-4002199295567791067,3595856720965471931
-401673661557531222,1501915227416865082
-403347763775233990,5203654992349357328
-4061210212753763823,8069859893125607689
-4063953426763310114,-1562664507730374840
-4063953426763310114,2186989828997432733
-4071528589544698190,3829077948401023117
-4080781243848818378,-1694772879752999586
-4081382562223981457,-3438236863453456431
-4122508012064628495,1767286776836378535
-4126619692184704426,4555294252223317810
-413075130693266686,-5884710084857324700
-4134567177521066711,5324376515409829203
-4142071004874835974,-1647547131478396121
-4147470610108968431,1868171822395048294
-4197141190036537180,-4031884403985941341
-4197513409957740330,4329825121341510867
-4201660914213645362,7565377764678465080
-4242626772217826991,-1225781731311924668
-4244801971364442806,-2769735800985292122
-4244801971364442806,-6856942236053706602
-4284653990928766671,4053288321260168483
-4301422308669344308,2705293217666886831
-4303061235511306335,-7494348638114603015
-4304890482577181216,7409787895213914826
-4308068291359611067,4685267547020368197
-4330714256279005191,-2752600766361162115
-4359653985732714171,2542281132854082687
-4369963415494657596,7488416699621775586
-4372850273354691651,7448041215116751412
-4390902143296478990,2368717627736640087
-4393347116531506930,-1297847246099149593
-4407708719228547341,8964391130367328912
-4415777035538751480,-1971966913512657222
-4439746965273879836,-2451975287489060480
-4439746965273879836,7486355917927604380
-4447123960129200152,-2027730462552787140
-4452516484809161369,4406563627226905102
-4458568303503179370,3078091887805193562
-4459321389597486636,-5871637592154297459
-4459321389597486636,4058626509158846396
-4460898512802864232,-2147645376281526551
-4460898512802864232,-4252220459159088512
-4460898512802864232,-7722644895038190137
-4460898512802864232,2746539604312971733
-4460898512802864232,3417101489703915681
-4460898512802864232,4737792682169949063
-4460898512802864232,4877537500918864661
-4460898512802864232,6591994742601883990
-4460898512802864232,6635690323890334153
-4478697911199667482,-5607751279420771439
-4488445109136601409,-7724164505293167971
-4525761526296545287,-1665547312234862730
-4526391121103533305,-7118646517543935509
-453897338509946811,-73157128084565322
-4539750040643493691,-4856323800705690288
-4539750040643493691,-7516037304629079493
-4541900226500581767,3213194619716196262
-4543297878251897283,-8219025823685462531
-4546432139286191091,-1234479026478056155
-4563339838967067758,-2961769886055219666
-4564068806130481624,-6654613758320727220
-4564068806130481624,2534415566582814186
-456715059550057332,7906970381308454547
-4570834121970337055,-2205353520301413128
-4570834121970337055,-5743480162392924602
-4577406624902217949,-3722071822586978867
-4578668381081752848,-7731916610098884188
-4578668381081752848,4117512942791400109
-4591907978284292482,271376898248895013
-4601576913794837162,-4464704360172033084
-460178339774125616,-7236171313931813476
-4606297761255314988,-6583176213742036716
-4606297761255314988,942943752380089442
-4607582257781506291,5786300436525440117
-4610875847818695780,-8443280592947676309
-4614170244776151672,4216662802882948338
-4620074203599017461,8001725139433788240
-4632244077177713040,-7092149543690389762
-4638738317633762188,1560053515984445818
-4638738317633762188,17858323309904646
-4640708479550964260,121196750295145921
-4655262773059362433,1312334001365834499
-4665340012322472921,-6337895871365448082
-4703614381177998681,-2551615101063191116
-470828959300495588,-3839928393474558127
-4723430140204737336,3384482202349613934
-4723430140204737336,6862248403174527824
-4725925915581914928,-3234765379554709465
-4741718061592792019,4654043142345499906
-4756495659085077764,4441277970860032082
-4762113390305347679,5536223381920096285
-4763241019984261238,-8371137756048601275
-476439396768527759,2918986377489738450
-476439396768527759,560311684064150258
-4814636580553103990,4248788137638630587
-4814636580553103990,8315773455767330016
-4823234761213997241,7903840513459721290
-4836506475518921169,7244088890521578602
-4840601993072137346,5112025212273712614
-4852304979868991851,-3801139343548010889
-48617015222792016,3339703034627431295
-48686440768312274,3145170897413001475
-490567308802608691,7924879332010408788
-492724904649082945,-2175208100724338316
-4979324520164492814,-3524309279876346025
-4981857758690519063,-7394406522790430929
-4989428710749484426,-1547674463279848364
-5013082888968610756,-4601893144825178698
-5050382981376739846,-1586286344490176838
-5050382981376739846,-887475012609983702
-5057059355646777275,-1578511751133059966
-5059054186370357183,4465708103951167124
-5060608600665605670,483653345813548867
-5067034542479777102,-4373615417241465713
-508105285182986066,-7280700365643447468
-508105285182986066,5921990509220811354
-5113941857185854245,1560416680458882954
-5136906814330352796,-2515075539171398218
-515651292040928796,-4672106587568691073
-5158172537353236360,-8099154221771128678
-5173819422832317440,5329842113993292646
-5173819422832317440,6659545440552949481
-5184820287427146539,6852988122342641815
-5209309342801126122,-3627898973333053911
-5280616284084732321,3097118914841876703
-5280616284084732321,429457282489818772
-5294352642459123412,-6799890282345262010
-5294352642459123412,5050422276324649663
-5311882907770622290,-7818183545631184095
-5311882907770622290,3879881960265630805
-5311882907770622290,5361233956524465393
-5314045878601666865,3327726397769082039
-531529918101223179,-8808448794739164807
-533312253754586096,4407314585430291367
-5362394205152895031,523182654223515765
-5365010140788296418,2944088843075681945
-5365482467584783850,-4219285639901056809
-538582755556816732,-6482092482335631210
-5388281144094471336,-7062000370162417435
-5401603770399243841,-6479165575438845807
-5401603770399243841,1001045725545970339
-5407571236373495875,-6526655646397349819
-5414833782826249645,2951071457532708996
-5441108951782573619,4805434436772360564
-5468183613565767705,6654057811294808139
-5472513567043185786,8355942369741579476
-5476933028621589491,7593917797421444552
-5486468467434905512,5807943140314098159
-5491689517018066425,8692324082681059856
-5497106852917569494,-1911065558072025832
-5497106852917569494,2983291490594999728
-5502147223515085981,3087377520898840636
-5518933114682989558,-6596048412954284814
-5521817591438407557,-2865575731373989546
-5521817591438407557,-3604214241870816407
-5521817591438407557,3144786832831341907
-5532834677220581196,-2095058887546066672
-5534814983787002838,-2095172054503619872
-5539490046914829414,546910912042740981
-5557532404830162165,-1157415195195316934
-5557532404830162165,2016353900493782138
-5564887671464089001,-448909597874267093
-5564887671464089001,7424636210822982270
-5571175142152694864,-3198000538682749627
-5576365865889811085,-1679513442323559643
-558777328604143662,4890964854424522396
-5590993118661811880,7129926639768144413
-5615978323494340016,-1759789436007995238
-5638537387188441221,-100214400933498222
-5655826920437030034,4677825264789406583
-5667791100961072735,8293824873005092422
-568087853133695572,-8522315902177500924
-568087853133695572,6286702342237500474
-5701188859399179456,8879864914705924328
-5708623946622962476,260347003798319876
-5722487216591063445,-8976195147624307273
-5724705320777998339,-6225710295809208194
-573976064631130678,3695333077021588239
-5760919005245493324,3453285271292150028
-5761380901353369012,-8742592692277227048
-5770889400245742835,-2765960274272471685
-5770889400245742835,2022064845479831553
-5777262025592167522,-9017305024099525407
-5781232928989135464,-8557627917901932624
-5802996472865018095,-5471366750116763017
-5809779407332071800,-8409466132631378230
-5813469553488947929,6996871089329393271
-5828362184572832697,-7598656080011172344
-5828884156577389756,1510710199877858672
-5834760201927522645,-2614317472991953505
-5845656576976693586,-7470663154619302844
-5845656576976693586,6695324874384016889
-5848824475363130042,-3101927737216670750
-585600169344529038,7804583332488058737
-5857599274636651150,3982118664076035606
-5904896366761433943,4954196053786787688
-5918128408231199548,-8344622101005250182
-5924203649895508210,5923530473390650105
-5939970365757837384,8751625648273480351
-594038969425014424,5818276482267186115
-5941468726614196743,6456786894776122975
-5949462568937007567,7833885758563006846
-5959590212747229017,2657501540748094365
-5959590212747229017,2953004526498659507
-5965966412961112167,2156671846747688814
-598801730544561867,-4908376929143662837
-598801730544561867,911433983179682960
-5999058660425892757,5285340586462036031
-6006934875520810218,321410858141525084
-6007720245937109793,-266223369784398316
-6007720245937109793,2249688320145473083
-601830177061941225,-1634874772089473391
-605861757402729223,5927136718556663086
-6077350028977902224,-3866952036972139524
-6081623174412807686,3726311193756824566
-6094855610742607808,5624220614670337490
-6094855610742607808,7169385938391066354
-6094879969662441488,-621610931931911410
-6109291354888992317,3601373771051384654
-6115173801054099055,-7038911136463009334
-6120163198434605439,3996035847205201936
-6122357381893351962,-6337219689797685161
-6122357381893351962,-8245014764383450035
-6130775235501804362,2586525483681466086
-6130775235501804362,6291321140011089967
-6130775235501804362,9216933624553843769
-61320935325395733,-4643554086523437579
-6142733145459200345,-3701736752249038612
-6149953357724866349,-1018655620969287753
-6166544085622122738,867894592099797782
-6168108984144902276,-2455569279022961778
-617417025011265522,-3987517556289733219
-6181538151353143510,-4355733396814831479
-6181538151353143510,8778128232356899529
-6187686126766160597,-8668198861117716734
-6188109290590557081,5767277627522096964
-622443584561380462,-6319751211660682485
-6233677314202188028,-8275774998597978247
-6256183821726804952,-7898773054991916271
-6256183821726804952,757525865877456405
-625756794783157056,-3094632637647469111
-625756794783157056,5736394225596912889
-625756794783157056,9037857081039526193
-6258519490283513375,-9102123475124903474
-6292936096648795896,1606759328250398607
-6305866225961527535,-8277513877856098386
-6344821668794916148,-1392339216709389310
-6364530912724944136,-9174933426922672405
-6383688098521464771,6591794695178407452
-6394441920629573256,-5128627274071346953
-6398794076380683425,3612680196072383761
-6404510399412987518,1309312577244970199
-6406094545842927690,-8026334351924807771
-641983400628101730,-5601427582568346086
-6423736749091360821,-6039408280466890607
-6424100740824787039,-173822309266407713
-6424868772280850071,2518668372041802334
-6446228711556681701,-2910318125144653784
-6446228711556681701,6391671172074900578
-6455256354819838523,6721446816934412392
-6463459867593891990,-7811232354791779190
-6463459867593891990,8384425488813265844
-6476429471612107791,-2374287960605098307
-6476429471612107791,-7402700368896665062
-6476429471612107791,2049600732961804364
-6476429471612107791,9037722026599275417
-652189441992982201,-8048386131320979706
-652189441992982201,1907790102682406561
-6522821178752792115,-4668220047981221366
-6528163698136343425,-4304436029611808921
-6538406462705430840,-2457001298386052987
-6538702242190313398,2012206877450146831
-6538702242190313398,4722927337169884176
-6552343613998241706,-6270057404681830699
-6562480614274341467,5608834618352334262
-6567192693436243195,-2834381042794294272
-6591450667843135456,-4648195772557085745
-6592505756986660036,-7355824582689720942
-6593916678897178871,-2701264823094095725
-6603808011904841991,4425063713169944058
-6618507623521831169,-1149998549454882043
-6637841427336137626,-1862122715303699385
-6643244020746307089,-642222076510770102
-6644663878687103084,-5637008840821971378
-6646431857868441402,-293674200194280193
-6649215350887726478,6396871766791510361
-6679888251458246107,-7912509591083046879
-6707478348511817314,-8490899013428803100
-6709287240245636210,-4776721060969512642
-6736785344041693430,-8553412603367423701
-6736785344041693430,-9162718793103836099
-6740998143259396305,4383495517483872333
-6772651192053098363,-8966882310359205230
-6772651192053098363,-948523493283477554
-6773332016518801457,-6448213262495863833
-6775217660759510676,-9109334875273162191
-6777990115272653481,-54384909864576041
-6795289530824898068,-3022151232266862895
-68022592790038990,4472523608163535860
-680705835377487136,4800543893967021649
-6810791679903537768,787163702262296032
-6844627039184775872,-1324291280294332523
-6848807870189391366,6653418955723303595
-6852728631305326831,955171191776484146
-6859120466453529824,-4188350111461748374
-6863723486377858614,3604986686970308579
-6867230956289265631,3625022631678852537
-6885359076549343234,2734420099200195291
-6914457576095890056,-6170108250607600505
-6932665771087891269,8506737733477870218
-6935593075700774965,69334346918471089
-694086242470736248,-3258668975428814493
-694086242470736248,-8347759146166905616
-6945503939355545002,-2226143858847137200
-6953733535539499063,3497604411146387381
-6959729704443851213,1627402619395554886
-6965562181471113617,3207226249491308931
-697385657676211093,-4868278332548915032
-697385657676211093,-9120969593152255316
-7021006324621574497,-4129062872292682019
-7024879743670947709,2249161740554440068
-7037195291438074751,-873371427366657175
-70388966232220690,1964730418574034557
-70388966232220690,3341062577058629619
-7039328890411576608,2459283609918941957
-7045354514283692417,5161725108160096388
-7048232725755156933,1962085166664698725
-7048232725755156933,5314316123259256311
-7048711855154921407,831625156043791159
-7056699594023257138,-4740764588624648721
-7085864902327901705,-1157080870940169645
-7102003710090030044,7277814214637150309
-7111441455237470257,-6984857130980256380
-7114058381282005228,4090767313908963298
-7121224960380383247,-4777929767525128543
-7121485798295501978,1675280244012850581
-7121485798295501978,8674203282964006681
-7133483382295990549,-2142387579497154078
-7147016301017082347,-19438256360444822
-7151158605364829027,3282351378804817474
-7151622154373793705,-5787635318674410575
-7168188603803599311,-3912404477753585953
-7170580470110991667,6735163969752198450
-7172401016286047328,-7464875905370349847
-7172401016286047328,275423052701647312
-7181733505840292598,1953109460870199883
-7191675863572790341,-2551818414470695386
-7193637294472958421,-1215926647902000721
-7193637294472958421,-8767254797742814376
-7202996774124934255,-2850535130961156207
-7215933675829607955,5776770278356155355
-7222613057798750043,7554435074747338304
-7233851389299589417,2733542936237010201
-7266227501010366812,4172702624710139122
-7278350328418456716,386398978460455969
-7283685004227311121,-3778016492296906443
-7283685004227311121,1983047908827159688
-7289737012928836793,7748568522276695062
-7290998807272665559,-6874406156770987629
-7323350059889421000,-7121561523110482026
-7323350059889421000,887970700999089575
-7355134649515263471,6097072053871468771
-7365455988901414421,-8997734768727370818
-7379950807922091516,7889957076151003741
-7393750313572218838,8957518370628398079
-740048869749393581,-5015814603781978046
-7402623951464894633,-2524217751209133293
-7410275958481115113,8529767903660351684
-7422654242583585350,2597017651622597421
-7430754290667796240,-481663130965495354
-7433550141952106932,-4728481203102984042
-7448980006605332863,-8344601714061812880
-752340646333405362,-3575605768561694886
-752340646333405362,-5420766125845526425
-7562201132366637919,4369484133295703955
-757566301106201991,-5566064306715734363
-7589601178696644119,6195713262335566347
-7592748767822668841,2167430057274484262
-7592748767822668841,7041271672929573814
-759298709745126871,-4418294733967130816
-7593526840804145267,6396386957142900149
-7616618072560475474,5730961789538346187
-7638737865676577573,3194042053996196521
-764769040688289704,2366775999367707606
-7662304800049238686,-7190805828302971145
-7668229317432430965,-411002232840724957
-7673666875368014174,7387810929153377432
-7673666875368014174,824835296629236273
-7695352218476512085,-3468748619396960541
-774505731473614940,6283201802998698004
-775039648807665247,-7639966325872767449
-7755267591081918692,-4787989578433423742
-7788643399736200497,-7272758070915564207
-7788643399736200497,-8010662408965344924
-7795345905574315914,269343183364308794
-7807574402176255021,7747094286375042926
-7825629319522166695,451918779506566027
-7825629319522166695,9184955937997319829
-7827564189020998728,-7950381480027902175
-7830284349158741812,9043508860860896060
-7839425278612414895,3294608380427530465
-7839425278612414895,7148016727143963310
-7859152814727272626,-8324373292429086339
-7859152814727272626,8142144185260661543
-7870287079443561091,-3206241027791018851
-7875331433586479278,7867765371349480331
-7878862351320540408,6731368373347836196
-7880894918847383027,-1926173467466594158
-7882688849211604042,-2881850460073533995
-7886244543845885400,3029931563414657910
-7896830379202021062,8632956624508013347
-7900896889631785659,4737515806964109189
-7900896889631785659,8521888930893968230
-7903058510935984422,4353874719196642211
-7936675919038489608,863112961716530203
-7948816684388478532,7135895475785558341
-7954625572902248220,7956186410380206108
-7954625572902248220,9017637384059304776
-7957954050639695655,-7774412457195608169
-7971445354162355489,-2403413242087303929
-7975913614418826690,-2953626684329362747
-7979285282189134737,1604253535563186705
-7992974525241260757,-2723176254830586368
-7992974525241260757,7938617913959024459
-8001956167774732571,1021385789604660126
-8009845652873800622,-3069335352673688635
-8009845652873800622,1075231366606619930
-8009845652873800622,5533069277710895270
-8025405632034394898,-1718458294589671724
-8036234488487203234,-6017691715740033813
-8052897182895192024,8087099309294732007
-8076983020106305950,1442072131507791199
-8076983020106305950,432933556352550905
-8078218947400775085,-9073123093538392834
-8086529159663378993,1063598833072306160
-8087135027860467669,-3592129526645467103
-8098520990643866826,634193632728629358
-8119036170723589286,-3883333877789160198
-8119036170723589286,9066137000998863451
-8149805072885543875,-3800538466844277961
-8150316533725776964,-7743887350766050792
-8155526408213845384,-2733747623432499554
-816581160582127552,-6557369184261028975
-8178327689217347333,7895313585440831412
-8187531855024123922,-1215852295455108531
-8189578900493132986,-8543604389028346695
-8206772610484102221,8666564500575434364
-8208915405167418032,2822927449117571492
-8212570014068895130,-6723832495372326197
-8221440077511590679,875669000814558422
-8225467394457540787,125033542134335291
-8245764161113522341,-3628779178857333251
-8246873949431847646,-1766971382517431831
-8246873949431847646,-6453005417979820130
-8251813996761341685,-1400586634234640428
-8251813996761341685,-7810267973245796986
-8251813996761341685,7638789023828496473
-8267258520264633275,2827974549207807614
-8273734696037214063,-5413179445078978508
-8292161583363962509,3172963072861466775
-8293456590059160877,-1081371478725046456
-8316180243080448222,3146737778806784389
-8322766153945564363,327205992662451797
-8330726321857101315,8966188824751675760
-8358461172612077245,2696556843242786711
-8371815299481234494,-1963041612306756129
-8371815299481234494,2250048049608889331
-8378934420015826228,2654499996899184119
-838940598778319617,4741007014877331878
-839143308685057071,5437361881101933248
-839143308685057071,6940993522548616343
-8401313850970721461,157494113516674276
-8425228231977363652,-8935787119974348428
-843163787098038425,2550854311354219613
-8487789998792190867,-629773852033078898
-8487789998792190867,-698591289029497857
-8493137748520397449,-977325066999797109
-8511237394577254620,-8548386565485540684
-8554247207425269441,9130822068545908525
-8571561847982323547,-8400005171247829354
-8604967854329164919,2074784528435961306
-8607853787216122431,7847611903489067301
-8624951796522714318,6922317614758668791
-8632143405344714308,-4929100285328724064
-8638500998547667606,-9067957271684698084
-8638602311787996244,2311505329708343265
-8639815156845330836,2221809320654248594
-8639815156845330836,8101056631387612175
-8647050494552387126,4699775883110616277
-8651398169888177652,1171424597021012502
-8651398169888177652,2710047169989470047
-8662812890504198281,-3826652346437598648
-8675982843368484329,4202535184339443101
-8677126541538699722,5963877883832245089
-8694647687145243231,9090829887783564481
-8698884929360450184,-3648312641274489831
-8703529866556919990,7028444348153750455
-8723879474046076764,1519772857398981380
-8730483327488877747,1019880574747984315
-8733526590499950585,-6227804572261761976
-8746591225737992468,3487873957454793797
-8746591225737992468,5764488282747056693
