subtitleId:ID(Subtitle),name,url,:LABEL
-1166348952574789750,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-zaeoW6R12vzkfOWu,Subtitle
-1215852295455108531,"By age group and sex, year ended June 2012, number of people",https://figure.nz/chart/dotZY39sZvAbMd9q-5TAJiloYp7ZvL6xA,Subtitle
-1215926647902000721,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-iePtzWXyEb6rp6Uz,Subtitle
-1225781731311924668,"Estimates and projections for the year ended March 2016–2019, number of people employed",https://figure.nz/chart/zhrCWSKhJveTtlFs-9MavIPr7tH3Cim4w,Subtitle
-1234479026478056155,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-pnXVxHiWO9z9ia1V,Subtitle
-1238575187972643241,"1994–2014, number of apprehensions",https://figure.nz/chart/NNpMN6hpTw0yYuXy,Subtitle
-1242258163344425901,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-uN1FJwh8EQ44xCZE,Subtitle
-1243307398135466923,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-oMC0m2y5LzFZ6z21,Subtitle
-1269572700754219155,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-CV4jUZsz6shOn8Z3,Subtitle
-1284338427640037498,"Based on DHB of residence, 2014, % of all babies born in each area",https://figure.nz/chart/dFCrXnMi64PT719z,Subtitle
-1297847246099149593,"By region, 2013, number of people employed",https://figure.nz/chart/vxYoZIt3xfYQFeiI,Subtitle
-1323611689244295690,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-Mejdsq5DiY98w1p1,Subtitle
-1323858946012582116,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-xChnPs7m7xpjv6hL,Subtitle
-1324291280294332523,2001–2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-OZPnx9SFR1fPd7ME,Subtitle
-1336406489259077555,"By region, 2013, number of people employed",https://figure.nz/chart/yL5OXsEajBdxAHye,Subtitle
-1352926288007544979,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-5HrOJFkyAl4X7JiD,Subtitle
-1359775021304508024,"By industry (plus GST, duties and taxes), 2013, NZD millions",https://figure.nz/chart/W9VhJ662mcUp87Ny-8i7FiY3M50P1wJkn,Subtitle
-1387067772466748484,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-WvFB9CkAfYXpQb4l,Subtitle
-1389443724602849739,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-dIzyhr33MRWCv7uD,Subtitle
-1392339216709389310,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-6u2LiLu0h0Ps8CLf,Subtitle
-1397054668401096701,"Years to March 1997–2014, % change",https://figure.nz/chart/FmlCPmK3iPWuFtpS-CmDE4cTZdLj5Q2kN,Subtitle
-1400586634234640428,"By sex and neighbourhood deprivation, year ended June 2015, % of adults within group",https://figure.nz/chart/XFMUaw3N3cP0bvqT-inUfJSa7XR1aMXM1,Subtitle
-1421144405462456948,"By impairment type, 2013, thousands",https://figure.nz/chart/Bp5atC12oR9uoJhC-hnyqS7aFno35Kjhy,Subtitle
-1424534518722825711,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-CmAXMLYjocuqrtUp,Subtitle
-1428835351886339221,"By main earnings source, 2000–2014, number of people",https://figure.nz/chart/XWfrWxbPyQe6Zn0f-WpQNQIlvUqW8fKxh,Subtitle
-1451618080720773410,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-m7BsLKTPi3EYTxYW,Subtitle
-1475898768212552010,"By age group and sex, year ended June 2012, number of people",https://figure.nz/chart/8aIuYHeHobno9HtF-yF1OSX1PF2P7Pc6Q,Subtitle
-1477741566383520810,2001–2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-AeZPYcHxYhsUki6e,Subtitle
-151170425305258005,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-CCmiYROnSaVbXBqE,Subtitle
-1523288280505945032,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-aWMW0JQZPBlkV9vR,Subtitle
-1528322646734580580,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-2ovimJuqNpbAtuJA,Subtitle
-1529995923940844763,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-BnYEJPMNrlr8WoJQ,Subtitle
-1530970584786597232,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-FbBTNkeNOw3m6050,Subtitle
-1547674463279848364,"By age group and sex, year ended June 2012, number of people",https://figure.nz/chart/8aIuYHeHobno9HtF-Wi7jqAlb0t07kcFp,Subtitle
-1553979507561688636,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-Lu0rpZepmp0eYUBR,Subtitle
-1562664507730374840,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-Ra9A1IW27B6yZQ4N,Subtitle
-1578511751133059966,Estimates and projections for the year ended March 2016–2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-DhinJhSe4FtltHQz,Subtitle
-158612691321460518,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-tR8TflTNUmR3lbe4,Subtitle
-1586286344490176838,"By ethnicity, 2009–2012",https://figure.nz/chart/hjkv5rB1xoPF4wbV,Subtitle
-1589087771063685666,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-HalhduiwHtt3qKff,Subtitle
-1622087029956717328,"By sex and age group, 2011–2015 average, % of children within group",https://figure.nz/chart/QQs1PRbk5BV5uIFa-h0fDq1UkNhh2SKnN,Subtitle
-1634874772089473391,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-tsk5CEhBAqJHwliJ,Subtitle
-1637059341232330864,"By ethnicity, 2013, %",https://figure.nz/chart/7ezmV43ldaCSnbUE-k95Lrwq947Ss3rus,Subtitle
-1647547131478396121,"By sex and age group, 2010–2012, rate per 100,000 population",https://figure.nz/chart/QEXuwHKMzHYas6PU-WaEWYpwURj6Iz7pc,Subtitle
-1665547312234862730,2001–2015,https://figure.nz/chart/4N60ufl6kRA0eD5v-vLIMlilb8xd1jFIc,Subtitle
-1679513442323559643,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-YEeumaaO2cdSL77j,Subtitle
-1685950515882102589,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-VU5nuduiK2WOpSqr,Subtitle
-1694772879752999586,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-wciRtyyP6aekluFx,Subtitle
-1716510743830622930,"By region, 2013, number of people employed",https://figure.nz/chart/dXZpMIh9oc2nKsFn,Subtitle
-1718458294589671724,"2006 Q2–2016 Q2, Farm Expense Price Index (Base 2013 Q4 = 1000)",https://figure.nz/chart/jKQ8PMmrhhJO6ArL-je1AkrPdoJb4Kz72,Subtitle
-1721949078179573625,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-2kU6epc54HkEJci1,Subtitle
-1731457147914367039,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-fZrHO84j1XZYjRwA,Subtitle
-173822309266407713,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-zfVCsO5tXuOCyUnB,Subtitle
-1752581663650791665,"By deprivation quintile and sex, year ended June 2012",https://figure.nz/chart/Cw2T7EANqf6XNzWY,Subtitle
-1759789436007995238,2001–2015,https://figure.nz/chart/ds7lnZDk8lUK0dZo-7XWmlbMRFfD9jL7J,Subtitle
-1766971382517431831,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-hnhfYyuMC3cIoCEE,Subtitle
-1771391872735734354,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-jhjyvEkJ8xZrj4dl,Subtitle
-1797238280001209194,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-p1PmBCVbk3BKPDAD,Subtitle
-1806157834508719933,Estimates and projections for the year ended March 2016–2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-FIW4zYLojZLLujUR,Subtitle
-1862122715303699385,"By age group and sex, year ended June 2012, number of people",https://figure.nz/chart/dotZY39sZvAbMd9q-9XuMyqNK5VR2fw7R,Subtitle
-1876529377202014415,"By District Health Board, year ended June 2016, % of children within age group",https://figure.nz/chart/HYaOZPrH6WRL8yuw-n7XmeTPhfqZsUyrf,Subtitle
-1880179301547860265,"Domestic plus international visitors, year to March 2015, NZD millions",https://figure.nz/chart/Dj5BlV11iskhdCrB-kHHWCMEIY2QeZYkv,Subtitle
-1881140207750480468,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-ztkrWXOQZ1zmRUl4,Subtitle
-1884229499651347741,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-k2Wli8TIEbj04ZuD,Subtitle
-1905468654557062347,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-Cy0LJwU2nhmckqlq,Subtitle
-1911065558072025832,"By age group and sex, year ended June 2012",https://figure.nz/chart/feKWBW245mXci6iH-O7bf4SCCaLEZ2jNx,Subtitle
-1922084782216892752,"By impairment type, 2013, thousands",https://figure.nz/chart/Bp5atC12oR9uoJhC-VuAq9EYAc11ASCNU,Subtitle
-1926173467466594158,"Domestic plus international visitors, year to March 2015, NZD millions",https://figure.nz/chart/Dj5BlV11iskhdCrB-BnIk07dtYEzxmBX0,Subtitle
-19438256360444822,"By age and sex, year ended June 2012, number of new referrals",https://figure.nz/chart/8nRfDKfI5jcpM7HI-ZhUtPcn8LVL2R4R3,Subtitle
-1947984146458991339,"By region, 2013, number of people employed",https://figure.nz/chart/uHUoCubPFir3lHkt,Subtitle
-1963041612306756129,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-AhOIWnZWf0fsBdmw,Subtitle
-1966511460253885690,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-knjSlxTKzaNRpUOy,Subtitle
-1968652439094092229,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-DesuBB27OVep284c,Subtitle
-1971966913512657222,"2014, % of total R&D expenditure",https://figure.nz/chart/mqkARVlnTW1pyHTr,Subtitle
-1972791771707402965,"By functional classification, year ended 30 June 2016, NZD billions",https://figure.nz/chart/yHNfK2FnJlSdFx5n,Subtitle
-1973721408432753299,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-9O796RlBo60vS74e,Subtitle
-1974670938510771075,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-v1D7BSltWLi5pz7f,Subtitle
-2017515980944846436,"By sex and neighbourhood deprivation, year ended June 2015, % of adults (with natural teeth)",https://figure.nz/chart/oVTvRD1fWXY20EUp-on3RVfnhmX9b4r5r,Subtitle
-2017869322081518004,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-oLBxw6I3bwlW4cTv,Subtitle
-2021480407221957606,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-Dp6E29n2aWfD5u6k,Subtitle
-2027318495505519557,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-cAuXNNW6kHr4okdx,Subtitle
-2027730462552787140,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-Om157wFzKac8SyLn,Subtitle
-2032608805112856036,"Domestic plus international visitors, year to March 2015, NZD millions",https://figure.nz/chart/Dj5BlV11iskhdCrB-6npwLr0q79qjwNUX,Subtitle
-2033265231969631413,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-PLyYpI9dKZjC7ovj,Subtitle
-2037925233725185370,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-7svODlPJBmYxIxyj,Subtitle
-2095058887546066672,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-S0IjZomOvwptcPC2,Subtitle
-2095172054503619872,"By age group, 2011–2015 average, estimated number of people",https://figure.nz/chart/LVcrh1mqd6NmOzqx,Subtitle
-2122961636640595249,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-P9b6PQCoBVauD9EC,Subtitle
-2123991364763046802,"By region of residence and sex, 2013 Census, number of people employed",https://figure.nz/chart/pyDdDh4tmdRHSX7B-pIHANEAfNOWyLVn3,Subtitle
-212678289078931642,Estimates and projections for the year ended March 2016–2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-NhdQN1I9viWSk7Oy,Subtitle
-2142387579497154078,"By industry, 2013, % of businesses within each industry",https://figure.nz/chart/YTCpfP8hNNltkOQn,Subtitle
-2147645376281526551,"(Perioperative) By region, 2013, number of people employed",https://figure.nz/chart/0eMl8WbV0Jt5RfOQ,Subtitle
-2162191148897033606,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-hlAtrWSPxx0zqF61,Subtitle
-2175208100724338316,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-dEmOjCxsa0UzKH2o,Subtitle
-2205353520301413128,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-sRRfo1tSD56esbxq,Subtitle
-2209294542782556635,"By industry (plus GST, duties and taxes), 2013, NZD millions",https://figure.nz/chart/W9VhJ662mcUp87Ny-4DaPVPmc1qWVhEOA,Subtitle
-2218873494010923164,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-SI3VI3PH6OZ9ulYL,Subtitle
-2226143858847137200,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-HpRMRCsqJSJbkOst,Subtitle
-2226698509890890033,"By sex and ethnic group, year ended June 2015, % of children within group",https://figure.nz/chart/qcV50t6S4Kj4mHJF-IQoUcXzefbNxIJVa,Subtitle
-2230894991305416862,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-w45ORRBO22x61cJ1,Subtitle
-2241563510839681310,"2010–2014, number of births per 1000 women of reproductive age",https://figure.nz/chart/7fH0Ul72i7yKaXnY-s0QjJKeV2UqfqSLu,Subtitle
-2241634012362823447,"By region, 2013 Census, rate per 1000 population",https://figure.nz/chart/Z09Ae2iLICTYCTRp-8T1PvzwIOBJ8JKYy,Subtitle
-2255757217105036399,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-j0OCq4UeqtFrXUEB,Subtitle
-2265789704878944643,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-z4SMQjWUdeKflIE0,Subtitle
-2299067628859449623,"Domestic plus international visitors, year to March 2015, NZD millions",https://figure.nz/chart/Dj5BlV11iskhdCrB-5l5ZiOIaibHNqmyN,Subtitle
-2325273879069860328,"By region of residence and sex, 2013 Census, number of people employed",https://figure.nz/chart/pyDdDh4tmdRHSX7B-KAnz5qbWTO9XR16B,Subtitle
-2327589729470771472,"2010–2012 average, rate per 100,000 population aged 15–24",https://figure.nz/chart/sA12iFHBbTY2tfRh,Subtitle
-2333279415911599244,"By main earnings source, 2000–2014, number of people",https://figure.nz/chart/XWfrWxbPyQe6Zn0f-bb83zV0op3onjzwn,Subtitle
-2338717920471437293,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-OQMxK0T6WYRAoq5S,Subtitle
-2345840378008734748,"2013 Census, %",https://figure.nz/chart/MufWnvV2BDNSMEAl-0tcZdp64RIyap7Td,Subtitle
-2359983544600005068,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-BvYUQ9ZcAqhaYFoM,Subtitle
-2365368032489736620,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-hxBPsCPw9lAEiclU,Subtitle
-2365525812951864422,"By region, 2013, number of people employed",https://figure.nz/chart/QaK682Ei5eESEfi2,Subtitle
-2374287960605098307,"By region, 2013 Census, rate per 1000 population",https://figure.nz/chart/Z09Ae2iLICTYCTRp-dJxedVF1ASmb5Z9l,Subtitle
-2375745967740579789,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-8mPuj3ut9uXZHzei,Subtitle
-2400502832349166143,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-hTMAbxHv0980PdLF,Subtitle
-2403413242087303929,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-6fmLRfszmtVt3IMr,Subtitle
-2406174391701514486,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-xAq8ZvMCIBlVpWK6,Subtitle
-2420317128430214692,"Years to March 1997–2014, % change",https://figure.nz/chart/FmlCPmK3iPWuFtpS-W14hFuyKb8jOT55A,Subtitle
-2427384349093819226,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-nlBRp2eNRSwHiW2J,Subtitle
-2431481587561981364,"In the past 12 months, by DHB, 2011–2014 average, % of all children",https://figure.nz/chart/rCB1DAyiJajDBQ4c,Subtitle
-2440191766794899106,"1955–2011, age-standardised rate per 100,000 population ",https://figure.nz/chart/bBALcz0Eeu5dxzPO,Subtitle
-2451975287489060480,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-5nTj67CcNnLn4YXZ,Subtitle
-2454824586477280054,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/6RkK5PI7HhkQn0lN-5s3yEZFnAmAW9Z32,Subtitle
-2455569279022961778,Estimates and projections for the year ended March 2016–2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-V8fhJapWAIfzWWlu,Subtitle
-2457001298386052987,"By main earnings source, 2000–2014, number of people",https://figure.nz/chart/XWfrWxbPyQe6Zn0f-lKQVI0B397hlPBPk,Subtitle
-2465894438403011761,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-U13wt5iBtRifSxJP,Subtitle
-2469616530523909074,Estimates and projections for the year ended March 2016–2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-rcpneteHydVsWIX9,Subtitle
-248574864799453368,"2006 & 2013 Census years, number of people aged 15+",https://figure.nz/chart/Q83o3YPFPn0Lw9fE-CrtlAhxNS7XyHyUY,Subtitle
-2515075539171398218,"By type, 2016 Q2",https://figure.nz/chart/fLaQ6u2ccKOW4QJo-85o9Lpczm8yfWAWF,Subtitle
-2524217751209133293,"By deprivation quintile, year ended June 2016, % of eligible children within group",https://figure.nz/chart/IWzQjuySCJsIw54P-u2CnNauTrKUAuUvH,Subtitle
-252603343998365596,"Domestic plus international visitors, year to March 2015, NZD millions",https://figure.nz/chart/Dj5BlV11iskhdCrB-lePvxwOryP45oPyh,Subtitle
-2545578439975807814,"By age group and sex, year ended June 2012, number of people",https://figure.nz/chart/8aIuYHeHobno9HtF-tNnNuyP2ETW8R1lE,Subtitle
-2549754889457144646,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-2nqm1AHSMSx6iCcF,Subtitle
-2551615101063191116,"2000–2015, number of employees",https://figure.nz/chart/tAQeOoJ0aDCZo3ER-Jex1NpiA21YTVLq3,Subtitle
-2551818414470695386,"By industry, 2013, % of businesses within each industry",https://figure.nz/chart/FdEd5PFv3xYWpWdu,Subtitle
-2561184322708495441,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-VemvN9ttPi1nYS5r,Subtitle
-2572367777839768273,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-zCbR5morxKIH5LdF,Subtitle
-2585075472318259992,"2013 Census, %",https://figure.nz/chart/YLD1eftMXZOMsBur-UsD6CTQInEADyxnj,Subtitle
-2589087710862480800,Estimates and projections for the year ended March 2016–2019,https://figure.nz/chart/9s9pPXy7AJEn9fyh-6xMnYZ3k6UhkTDR9,Subtitle
-2614317472991953505,"By DHB of residence, year ended June 2014, number of patients discharged (publicly funded)",https://figure.nz/chart/jRrVfKRbKpV2BjoC-SxIyJUmEIQW4a68q,Subtitle
-2629867652843407160,"2009–2012, June years",https://figure.nz/chart/z6YOjSoD1ODl5qkS-eAoOeL54ElOOZe5w,Subtitle
-2641317003247382292,"By sex and ethnicity, 2011–2015 average, % of children within group",https://figure.nz/chart/QQs1PRbk5BV5uIFa-qHtV3ue7s71Pq06M,Subtitle
-2661255103801875853,"By region, 2013, number of people employed",https://figure.nz/chart/snievx54XuObRMVC,Subtitle
-266223369784398316,"By age group and sex, year ended June 2012, rate per 100,000 population",https://figure.nz/chart/Sh7DOpQ3dXLrKpoe-H7dWetIu2e5iP1oV,Subtitle
-267001710111102618,"By region, 2013 Q4–2014 Q3",https://figure.nz/chart/volfA4CaCXWrHj6p-cW1rHnKCbqhZyy81,Subtitle
-2675479652535813239,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-PBDR5VCAZrn4QBAc,Subtitle
-2680394475468869131,"By region, 2013, number of people employed",https://figure.nz/chart/fR2sviN5Ptvo2BlU,Subtitle
-2693255997616194494,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-ezufqbrn9Dwe9umn,Subtitle
-2701264823094095725,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-Ukmqnd2mHmLiKzrw,Subtitle
-2704723727262194821,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/F0jZBij8PpbRbvHu-PbpU15Q2Vuu0C6H2,Subtitle
-2712848760516379071,"By sex and age group, 2010–2012, rate per 100,000 population",https://figure.nz/chart/QEXuwHKMzHYas6PU-URk8eHmQqA7lLU7D,Subtitle
-2723176254830586368,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-O4Tb62PhsvmfYUrO,Subtitle
-2725077247998426839,"2011 Q1–2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-P7bvEpfrCRcXCqcR,Subtitle
-2733747623432499554,"By industry, 2015, NZD millions",https://figure.nz/chart/PueUr0rP5BqQKw4a,Subtitle
-2734175003718073945,"2011 Q1–2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-teEzsAk0JUF11ZiT,Subtitle
