:START_ID(Dataset),:END_ID(Title)
-4133214440369720792,7274915897544528145
-4133214440369720792,7380566330150718521
-4133214440369720792,8436688541256765556
-4133214440369720792,8974312338554771294
-4150989164290838002,-1475083060448014893
-4150989164290838002,-3353128449467003669
-4150989164290838002,1898705405591738806
-4150989164290838002,6704649518648173830
-4192444646902302315,-6492841179593066675
-421430744528349978,-625756794783157056
-421430744528349978,850265457425631830
-4347735615974131738,-1897474907334693061
-5051937937624954514,6154827164737153199
-5483377117679920259,-4330714256279005191
-5483377117679920259,-5441108951782573619
-5483377117679920259,-9047572386343026698
-5483377117679920259,1180634028006357220
-5483377117679920259,2120053377948704530
-5483377117679920259,5168806404184600859
-5483377117679920259,8856873384138092280
-562261926657337777,-1556555727017632499
-562261926657337777,-2580223322665999462
-562261926657337777,-3312522138934593214
-562261926657337777,-6528163698136343425
-562261926657337777,-8330726321857101315
-562261926657337777,-8733526590499950585
-562261926657337777,1700756452915230457
-562261926657337777,2041384843507130752
-562261926657337777,2170431456330669464
-562261926657337777,2356619952862984208
-562261926657337777,3222127215847281711
-562261926657337777,641941506402574112
-562261926657337777,7446978455171706800
-562261926657337777,7602200993286946141
-562261926657337777,8966865091311992781
-562261926657337777,95351776273916100
-5736586772478323508,-4452516484809161369
-5736586772478323508,-5655826920437030034
-5736586772478323508,-6097461457033184057
-5736586772478323508,-7861675434441403132
-5947923588193297912,-1478140524312774720
-5947923588193297912,-3147046500771947015
-5947923588193297912,-5658964493746598260
-5982452580813464525,-1821047045917776353
-5982452580813464525,-3224268102197542878
-5982452580813464525,-3762346198139564830
-5982452580813464525,2536076349033194670
-5982452580813464525,6774030353821975523
-6201487102963238516,-4147470610108968431
-6390481840003199895,-1875172807824536676
-6390481840003199895,1204480211182999714
-6612813662071346519,-2714024345948049149
-6612813662071346519,-3325532424069451376
-6612813662071346519,-4002199295567791067
-6806743988723921837,-242957782093811568
-7006768184156439617,5773824333126379712
-708603054086510519,-1514292954851194502
-708603054086510519,-2113102438505162620
-708603054086510519,-5158172537353236360
-708603054086510519,-558777328604143662
-708603054086510519,-6740998143259396305
-708603054086510519,-7222613057798750043
-708603054086510519,-7266227501010366812
-708603054086510519,-7433550141952106932
-708603054086510519,-7979285282189134737
-708603054086510519,1371888026895751569
-708603054086510519,1849913648359537561
-708603054086510519,2659398412540067296
-708603054086510519,3007099291354196521
-708603054086510519,3338374873528001621
-708603054086510519,4566278237075179265
-708603054086510519,459854272867775843
-708603054086510519,511136364657948847
-708603054086510519,5808445835535320854
-708603054086510519,6287486026464529695
-708603054086510519,737934597115658128
-708603054086510519,8030976511629623607
-708603054086510519,8379909167083134564
-708603054086510519,8623445141014623944
-708603054086510519,8694573571577190469
-708603054086510519,900451377834817413
-7096675309041027673,-1044792175172669370
-7096675309041027673,-1070284595133077940
-7096675309041027673,-1149515218177260044
-7096675309041027673,-1328342436253827406
-7096675309041027673,-1370293580381394906
-7096675309041027673,-142169952725022336
-7096675309041027673,-1446637259010291092
-7096675309041027673,-1647545001233650754
-7096675309041027673,-1939699759342820270
-7096675309041027673,-2210110386134182509
-7096675309041027673,-2455962246309287306
-7096675309041027673,-2571131748087717951
-7096675309041027673,-2616506705151683005
-7096675309041027673,-2892361464940448788
-7096675309041027673,-3155105190846797057
-7096675309041027673,-3178417033395587726
-7096675309041027673,-351004541724164473
-7096675309041027673,-3590627391108148610
-7096675309041027673,-3666419771790492665
-7096675309041027673,-3733025155702366652
-7096675309041027673,-3848867366965435418
-7096675309041027673,-4244801971364442806
-7096675309041027673,-4564068806130481624
-7096675309041027673,-4578668381081752848
-7096675309041027673,-4638738317633762188
-7096675309041027673,-4723430140204737336
-7096675309041027673,-508105285182986066
-7096675309041027673,-5280616284084732321
-7096675309041027673,-5557532404830162165
-7096675309041027673,-5564887671464089001
-7096675309041027673,-568087853133695572
-7096675309041027673,-5770889400245742835
-7096675309041027673,-5845656576976693586
-7096675309041027673,-6181538151353143510
-7096675309041027673,-6256183821726804952
-7096675309041027673,-652189441992982201
-7096675309041027673,-694086242470736248
-7096675309041027673,-70388966232220690
-7096675309041027673,-7121485798295501978
-7096675309041027673,-7283685004227311121
-7096675309041027673,-752340646333405362
-7096675309041027673,-7592748767822668841
-7096675309041027673,-7825629319522166695
-7096675309041027673,-7859152814727272626
-7096675309041027673,-7954625572902248220
-7096675309041027673,-7992974525241260757
-7096675309041027673,-8076983020106305950
-7096675309041027673,-8371815299481234494
-7096675309041027673,-839143308685057071
-7096675309041027673,-8487789998792190867
-7096675309041027673,-8651398169888177652
-7096675309041027673,-8869405004898546469
-7096675309041027673,-970345387010890356
-7096675309041027673,1342145427741298196
-7096675309041027673,1430068089164382462
-7096675309041027673,1763939092375447170
-7096675309041027673,2022053462910214299
-7096675309041027673,2098096592733599882
-7096675309041027673,2425562948681203138
-7096675309041027673,2612939602371945007
-7096675309041027673,2632008442677828030
-7096675309041027673,289082110587532376
-7096675309041027673,2997156119487126618
-7096675309041027673,3175884385756649116
-7096675309041027673,3216934504137930236
-7096675309041027673,3645477480689115065
-7096675309041027673,3805577591531414525
-7096675309041027673,4259792983894338843
-7096675309041027673,471006354806422917
-7096675309041027673,4727519798217730960
-7096675309041027673,5308005327100019806
-7096675309041027673,5380757942063795198
-7096675309041027673,5434350893221209981
-7096675309041027673,5468846133359447822
-7096675309041027673,5718113313620214686
-7096675309041027673,5758690487228010765
-7096675309041027673,6111687718859505078
-7096675309041027673,6125390408997783253
-7096675309041027673,6441024239899830109
-7096675309041027673,6854021632616634178
-7096675309041027673,6877916460479406123
-7096675309041027673,6904110510305734704
-7096675309041027673,6948275863716082758
-7096675309041027673,7000657464880730695
-7096675309041027673,758210615973334882
-7096675309041027673,7618394647246569809
-7096675309041027673,7738369773780882381
-7096675309041027673,7807099666509359518
-7096675309041027673,7838993005679160276
-7096675309041027673,8111467598404436871
-7096675309041027673,8403531514907326432
-7096675309041027673,8668383331565479202
-7096675309041027673,8776430382648103891
-7096675309041027673,8991905452795045523
-7096675309041027673,8993408026519087963
-7096675309041027673,974910047786056085
-7263619578306871590,-1836580278015219648
-7263619578306871590,-7039328890411576608
-7263619578306871590,-8767992028152545512
-7263619578306871590,99924102984713557
-7304603707053874151,-1089685406201429566
-7304603707053874151,-1243856532958961775
-7304603707053874151,-1586504723406450168
-7304603707053874151,-1748731032685218157
-7304603707053874151,-1775906265474874581
-7304603707053874151,-1820324248377285869
-7304603707053874151,-1822246652780334197
-7304603707053874151,-2051239730258187725
-7304603707053874151,-2095822177477880499
-7304603707053874151,-2615773191056207545
-7304603707053874151,-2730061888917806655
-7304603707053874151,-3876906760813764031
-7304603707053874151,-4224390811402023182
-7304603707053874151,-4495222824198226260
-7304603707053874151,-480027228337603955
-7304603707053874151,-5546074611172643432
-7304603707053874151,-5662662752603731848
-7304603707053874151,-5915236053080229898
-7304603707053874151,-601396238853588764
-7304603707053874151,-6124952174811140705
-7304603707053874151,-6279932561480693078
-7304603707053874151,-7191472054667516790
-7304603707053874151,-7217015787756267703
-7304603707053874151,-8009845652873800622
-7304603707053874151,-8606225081423726870
-7304603707053874151,-9195432379870202148
-7304603707053874151,1115927818429777195
-7304603707053874151,1393929467118911928
-7304603707053874151,1401752040378957747
-7304603707053874151,1428588171382664667
-7304603707053874151,1578156736552165338
-7304603707053874151,1929402791952761092
-7304603707053874151,2018043303335293785
-7304603707053874151,2648642775871364253
-7304603707053874151,2880259688723488887
-7304603707053874151,2892057518890705910
-7304603707053874151,2906807907137762271
-7304603707053874151,2956234592475410834
-7304603707053874151,3563474654730830034
-7304603707053874151,3589120756309067982
-7304603707053874151,388995329342871268
-7304603707053874151,4665606475573666251
-7304603707053874151,4898593719670196269
-7304603707053874151,5069155730636919473
-7304603707053874151,5199670556173771671
-7304603707053874151,5208150866524386434
-7304603707053874151,5448648561549942214
-7304603707053874151,714793794194252149
-7304603707053874151,7159609557408095354
-7304603707053874151,7451401202909468905
-7304603707053874151,750336967323864066
-7304603707053874151,8065759408945251571
-7304603707053874151,8124849944770293109
-7304603707053874151,82013298232888461
-7304603707053874151,8303176945221281825
-7304603707053874151,8334375838432756904
-7304603707053874151,854082513245322062
-7304603707053874151,8862973904330247278
-7304603707053874151,9085364508248284446
-7304603707053874151,989670110984260360
-7393739475437639575,-3034424751673510455
-7393739475437639575,8775012768622939779
-7395922433085369503,-1801869890478208834
-7395922433085369503,-3362367244339681872
-7395922433085369503,-5828362184572832697
-7395922433085369503,-6077350028977902224
-7395922433085369503,-622443584561380462
-7395922433085369503,-6885359076549343234
-7395922433085369503,-697385657676211093
-7395922433085369503,-7365455988901414421
-7395922433085369503,-8675982843368484329
-7395922433085369503,-8703529866556919990
-7395922433085369503,1186374578425057287
-7395922433085369503,1344175093317531935
-7395922433085369503,151844478235815643
-7395922433085369503,2349452066966810689
-7395922433085369503,2505106351794322456
-7395922433085369503,2662716020490861889
-7395922433085369503,2982759673739379451
-7395922433085369503,3054215504180415413
-7395922433085369503,3317794321812835790
-7395922433085369503,3553172742950776549
-7395922433085369503,4129203670605142197
-7395922433085369503,4257937522146074446
-7395922433085369503,4279453570765793495
-7395922433085369503,5029108145905331994
-7395922433085369503,5043944165508526677
-7395922433085369503,532939477151057992
-7395922433085369503,5586079491168127661
-7395922433085369503,5834060272934277674
-7395922433085369503,6021444633953150322
-7395922433085369503,7638508401821281067
-7395922433085369503,8121693948156857209
-7395922433085369503,8788431405852894114
-7395922433085369503,9194196315169450042
-7689963954184075057,-6567192693436243195
-7689963954184075057,3838096990133974552
-7689963954184075057,7185467393364061305
-8000780847208692919,-3286147965874149997
-8000780847208692919,-5708623946622962476
-8000780847208692919,-573976064631130678
-8000780847208692919,-6965562181471113617
-8000780847208692919,2280686984795771427
-8000780847208692919,3522354547778850379
-8000780847208692919,3762750553456422938
-8000780847208692919,5709355832529796753
-8000780847208692919,5960062721697223972
-8000780847208692919,6125432934687591714
-8000780847208692919,7638957654237041437
-8699818270189531705,-5959590212747229017
-8699818270189531705,-8845980824599276127
-8699818270189531705,2639393360032407763
-8699818270189531705,3818414548197590513
-8699818270189531705,665360639909413922
-8779557081243720706,3764938042372131400
-901051835541241530,-625756794783157056
-901051835541241530,850265457425631830
-9122425995786895946,-8603269244525060664
-938542730430433150,-1499621109459087235
-938542730430433150,-6644663878687103084
-938542730430433150,-7045354514283692417
-938542730430433150,-7695352218476512085
-938542730430433150,-7755267591081918692
-938542730430433150,-8189578900493132986
-938542730430433150,-8267258520264633275
-938542730430433150,-8624951796522714318
-938542730430433150,-940982299934344750
-938542730430433150,3183894294049110164
-938542730430433150,4184464012711826706
-938542730430433150,454478759916875526
-938542730430433150,5913351144570599048
-938542730430433150,9014328117068505358
-938542730430433150,9107397162324809769
-969922834853916546,-4601576913794837162
-969922834853916546,5672053068148245880
-969922834853916546,8105371330872592638
-969922834853916546,9090304089161979930
-973060323092361631,254208803119649985
1105825195844649585,-1551687525719134078
1105825195844649585,-2422798848647906024
1105825195844649585,-6476429471612107791
1105825195844649585,-8821867111988720822
1105825195844649585,1081288452671971570
1105825195844649585,3180542414385850757
1105825195844649585,6401664941544030827
1105825195844649585,684423059930344797
1105825195844649585,7969115981825138273
1105825195844649585,909375787270213508
114810458370053513,-4027996833555076289
114810458370053513,7068143812494694324
1369385689282277240,-1048658984853750975
1369385689282277240,-2505993734543683035
1369385689282277240,-257778131298865126
1369385689282277240,-5534814983787002838
1369385689282277240,-5965966412961112167
1369385689282277240,-6202178519157814558
1369385689282277240,-6997569228202569948
1369385689282277240,-7027220179551640196
1369385689282277240,-8862088228843725961
1369385689282277240,2437973207430321817
1369385689282277240,2942923244525905156
1369385689282277240,3162349173380878953
1369385689282277240,4132784328656511785
1369385689282277240,4679706997097181068
1369385689282277240,5423711379070043437
1369385689282277240,5479304036212025199
1369385689282277240,5569076762168252288
1369385689282277240,5876525943670263765
1369385689282277240,6364536316208970200
1369385689282277240,8708237484122278060
1369385689282277240,9186608992600434059
1369385689282277240,920612756229208130
1660170972893207865,-1837120766633430030
1660170972893207865,-213077360626753722
1660170972893207865,-2943919407377519142
1660170972893207865,-2995749102974716583
1660170972893207865,-3942010057618889739
1660170972893207865,-4201660914213645362
1660170972893207865,-5184820287427146539
1660170972893207865,-61320935325395733
1660170972893207865,-6233677314202188028
1660170972893207865,-6618507623521831169
1660170972893207865,-6649215350887726478
1660170972893207865,-7880894918847383027
1660170972893207865,2348451501707619018
1660170972893207865,2636491334589568699
1660170972893207865,3639585672890960316
1660170972893207865,4234807545414715349
1660170972893207865,4293269126055129132
1660170972893207865,4342239509016511668
1660170972893207865,4437760681056689105
1660170972893207865,4570280217849693566
1660170972893207865,4769081733094691852
1660170972893207865,577296802632995072
1660170972893207865,5880286952614924379
1660170972893207865,6046111042955887548
1660170972893207865,6125884260214085091
1660170972893207865,6190275318543340507
1660170972893207865,6685117747766003380
1660170972893207865,6859553862082693415
1660170972893207865,7511867128114593658
1660170972893207865,7987890937597915649
1660170972893207865,8402850283669425958
1660170972893207865,893945173693917292
1761719096265697495,-2311562274798942959
1784903731736985307,221465411814992204
1819061892284154668,-1041548130744590209
1819061892284154668,-1293504252859908991
1819061892284154668,-2201270831673089375
1819061892284154668,-2422798848647906024
1819061892284154668,-2560245471492499176
1819061892284154668,-2989741896348497358
1819061892284154668,-3084220697786279393
1819061892284154668,-3333155712776606178
1819061892284154668,-3763222907907968197
1819061892284154668,-4359653985732714171
1819061892284154668,-4393347116531506930
1819061892284154668,-4460898512802864232
1819061892284154668,-470828959300495588
1819061892284154668,-5059054186370357183
1819061892284154668,-5067034542479777102
1819061892284154668,-5502147223515085981
1819061892284154668,-6394441920629573256
1819061892284154668,-6398794076380683425
1819061892284154668,-6476429471612107791
1819061892284154668,-6592505756986660036
1819061892284154668,-68022592790038990
1819061892284154668,-7233851389299589417
1819061892284154668,-7379950807922091516
1819061892284154668,-7638737865676577573
1819061892284154668,-774505731473614940
1819061892284154668,-8150316533725776964
1819061892284154668,-8225467394457540787
1819061892284154668,-8425228231977363652
1819061892284154668,-878253708478228610
1819061892284154668,-8783326044067435256
1819061892284154668,-9136029002685133400
1819061892284154668,1186004539077555923
1819061892284154668,1277542076587203337
1819061892284154668,1690635239413803402
1819061892284154668,1793700875707672582
1819061892284154668,2206588790983298647
1819061892284154668,2502495947240431364
1819061892284154668,2879223300892933055
1819061892284154668,2981984868583391701
1819061892284154668,2986196395074771100
1819061892284154668,3282373672923136490
1819061892284154668,3431709825590370664
1819061892284154668,3458612405730703646
1819061892284154668,3960923973307416958
1819061892284154668,5042741561415737630
1819061892284154668,5238625416789879945
1819061892284154668,5447856069989815279
