:START_ID(Tag),:END_ID(Title)
AGING,2536076349033194670
AGING,3553172742950776549
AGING,6774030353821975523
AGING,7350919910093843910
AGRICULTURE,-5667791100961072735
AGRICULTURE,-6492841179593066675
AGRICULTURE,-8025405632034394898
AGRICULTURE,1868971436612698592
AGRICULTURE,3423271344580631988
AGRICULTURE,6296076499789686951
ALCOHOL,-1243856532958961775
ALCOHOL,-1820324248377285869
ALCOHOL,-3736422415710911249
ALCOHOL,-4224390811402023182
ALCOHOL,-4495222824198226260
ALCOHOL,-5915236053080229898
ALCOHOL,-8606225081423726870
ALCOHOL,-9195432379870202148
ALCOHOL,1428588171382664667
ALCOHOL,1578156736552165338
ALCOHOL,5448648561549942214
ALCOHOL,8124849944770293109
ALCOHOL,8862973904330247278
ALCOHOL,989670110984260360
AMBULANCE,7335831836961063165
ANXIETY,-2216285293199859960
ANXIETY,-280121734074749368
ANXIETY,-7433550141952106932
ANXIETY,3190645156208043884
ANXIETY,3705580187487234683
ANXIETY,8974312338554771294
ARTHRITIS,-2803891043515081038
ARTHRITIS,-6578148210442918530
ARTHRITIS,4291876461466647962
ARTHRITIS,5071138041636343291
ASTHMA,-4254709235617252379
ASTHMA,-558236275143587862
ASTHMA,4878035619397609500
ASTHMA,5808445835535320854
ASTHMA,7995039901661070347
AUCKLAND,-6603808011904841991
AUCKLAND,6214057780311669658
AUTISM,-7979285282189134737
AUTISM,-8953539862715855454
BIPOLAR,-2201789501821365340
BIPOLAR,-8251813996761341685
BLOOD PRESSURE,-1462786012817633794
BLOOD PRESSURE,8436688541256765556
BUSINESS,-1025178828398586559
BUSINESS,-12434148452678919
BUSINESS,-1409909183947718014
BUSINESS,-1821047045917776353
BUSINESS,-201912231238992615
BUSINESS,-2164410926387733452
BUSINESS,-2263773713644713962
BUSINESS,-2340493049765865808
BUSINESS,-242957782093811568
BUSINESS,-2437850122884616733
BUSINESS,-2714024345948049149
BUSINESS,-2904787426688624860
BUSINESS,-2947878570649580313
BUSINESS,-3224268102197542878
BUSINESS,-3325532424069451376
BUSINESS,-3469213811108543902
BUSINESS,-3762346198139564830
BUSINESS,-3787376598720308234
BUSINESS,-3898026758745226577
BUSINESS,-397893803412678935
BUSINESS,-4002199295567791067
BUSINESS,-4330714256279005191
BUSINESS,-4525761526296545287
BUSINESS,-4979324520164492814
BUSINESS,-4981857758690519063
BUSINESS,-5362394205152895031
BUSINESS,-5441108951782573619
BUSINESS,-5468183613565767705
BUSINESS,-5615978323494340016
BUSINESS,-5959590212747229017
BUSINESS,-6006934875520810218
BUSINESS,-6142733145459200345
BUSINESS,-6383688098521464771
BUSINESS,-6423736749091360821
BUSINESS,-6538406462705430840
BUSINESS,-6562480614274341467
BUSINESS,-6775217660759510676
BUSINESS,-6844627039184775872
BUSINESS,-7133483382295990549
BUSINESS,-7151158605364829027
BUSINESS,-7170580470110991667
BUSINESS,-7191675863572790341
BUSINESS,-759298709745126871
BUSINESS,-7807574402176255021
BUSINESS,-7830284349158741812
BUSINESS,-7870287079443561091
BUSINESS,-8155526408213845384
BUSINESS,-8662812890504198281
BUSINESS,-8845980824599276127
BUSINESS,-8952972813494989992
BUSINESS,-9047572386343026698
BUSINESS,1077877605434257597
BUSINESS,1180634028006357220
BUSINESS,1607700245662286311
BUSINESS,1692766276463243896
BUSINESS,180352984328555289
BUSINESS,1855791142306944777
BUSINESS,1912997557237576448
BUSINESS,2007364179948258588
BUSINESS,2097569036636555298
BUSINESS,2120053377948704530
BUSINESS,225485027961281741
BUSINESS,2398696190749162593
BUSINESS,2421946299041800792
BUSINESS,2536076349033194670
BUSINESS,2639393360032407763
BUSINESS,3037721789256312624
BUSINESS,3107031348793809079
BUSINESS,3419844132291052694
BUSINESS,3444342451391820951
BUSINESS,3818414548197590513
BUSINESS,3894305367661878236
BUSINESS,4082775883853430392
BUSINESS,4262942097744288399
BUSINESS,457471637873681487
BUSINESS,4664054947835641684
BUSINESS,470050582238960124
BUSINESS,4768053676318455708
BUSINESS,5038882605606895727
BUSINESS,5168806404184600859
BUSINESS,571317747702379370
BUSINESS,5984241912704114252
BUSINESS,6168285001144094250
BUSINESS,6587511347847877355
BUSINESS,6597341169216984584
BUSINESS,665360639909413922
BUSINESS,6774030353821975523
BUSINESS,7018626432312480792
BUSINESS,7169087290412173764
BUSINESS,7388918161206152718
BUSINESS,7840088329486055856
BUSINESS,7948895315929741130
BUSINESS,8058561392786574882
BUSINESS,8301785746357555944
BUSINESS,8313421615651581772
BUSINESS,8391931306741043002
BUSINESS,8671116691667522821
BUSINESS,8856873384138092280
BUSINESS,9008290242551778852
BUSINESS,9031817236926254142
CANCER,-1336569846635251411
CANCER,-1475083060448014893
CANCER,-1860785323900832728
CANCER,-3353128449467003669
CANCER,-5935399191156780356
CANCER,1898705405591738806
CANCER,228082198875321126
CANCER,4809524150045606147
CANCER,499662187067712465
CANCER,5633901076202689936
CANCER,5880651882524053047
CANCER,6119940171775940190
CANCER,6704649518648173830
CANCER,8637412393248051549
CAR,900451377834817413
CARDIOLOGY,-4393347116531506930
CARDIOLOGY,8001144693922266522
CHEMIST,6357874442652744302
CHILD,-1514292954851194502
CHILD,-1836580278015219648
CHILD,-2113102438505162620
CHILD,-4460898512802864232
CHILD,-5158172537353236360
CHILD,-558777328604143662
CHILD,-6740998143259396305
CHILD,-7039328890411576608
CHILD,-7222613057798750043
CHILD,-7266227501010366812
CHILD,-7433550141952106932
CHILD,-7979285282189134737
CHILD,-8767992028152545512
CHILD,-8953539862715855454
CHILD,1371888026895751569
CHILD,1849913648359537561
CHILD,2659398412540067296
CHILD,3007099291354196521
CHILD,3338374873528001621
CHILD,4223919753190706979
CHILD,459854272867775843
CHILD,511136364657948847
CHILD,5808445835535320854
CHILD,5848829230723590033
CHILD,6287486026464529695
CHILD,6959821563077424567
CHILD,737934597115658128
CHILD,7638508401821281067
CHILD,7643580658764987840
CHILD,7995039901661070347
CHILD,8030976511629623607
CHILD,8379909167083134564
CHILD,8623445141014623944
CHILD,8694573571577190469
CHILD,900451377834817413
CHILD,99924102984713557
CHINESE,-5502147223515085981
CHIROPRACTIC,1186004539077555923
CHOLESTEROL,-2043137043532558586
CHOLESTEROL,6671224138912408603
CITIES,-6603808011904841991
CONSTRUCTION,-1042187403869604907
CONSTRUCTION,-149437828910230939
CONSTRUCTION,-3941835537424804779
CONSTRUCTION,-4308068291359611067
CONSTRUCTION,-5136906814330352796
CONSTRUCTION,-5760919005245493324
CONSTRUCTION,-594038969425014424
CONSTRUCTION,-6081623174412807686
CONSTRUCTION,2111181061078854251
CONSTRUCTION,2875863077458083469
CONSTRUCTION,3700591243053858299
CONSTRUCTION,4935689739554698428
CONSTRUCTION,553277482532929133
CONSTRUCTION,7107792227619504976
CONSTRUCTION,7265803875025792673
CONSTRUCTION,7879145415947911296
CONSTRUCTION,8848417810110967201
COST,4893739392443635860
COST,6238223140562106645
COST,8325237170045560959
COUNCIL,-2945999982021073783
COUNCIL,-6193513963605027937
COUNCIL,7980365353940112690
DEATH,-1475083060448014893
DEATH,-1836580278015219648
DEATH,-3353128449467003669
DEATH,-7039328890411576608
DEATH,-8767992028152545512
DEATH,1017783837025087797
DEATH,1972208769559381989
DEATH,99924102984713557
DENTAL,-1210180396134600902
DENTAL,-1293504252859908991
DENTAL,-1514292954851194502
DENTAL,-2113102438505162620
DENTAL,-2272894495209789595
DENTAL,-3308482453679305588
DENTAL,-3333155712776606178
DENTAL,-4340645015268341242
DENTAL,-5521817591438407557
DENTAL,-5827957620762320548
DENTAL,-7229993827423070203
DENTAL,-7944150440596110749
DENTAL,-8425228231977363652
DENTAL,-8766832548312475588
DENTAL,2727580337951399679
DENTAL,3477270049799957041
DENTAL,548034349823248554
DENTAL,5721699377867568669
DENTAL,702884282871861347
DENTAL,729997839821983609
DENTAL,8110784972260883187
DEPRESSION,-2201789501821365340
DEPRESSION,-6459890850364589009
DEPRESSION,-6662420902994921659
DEPRESSION,-7433550141952106932
DEPRESSION,-8251813996761341685
DEPRESSION,2658563859191618561
DEPRESSION,7274915897544528145
DEPRIVATION,-1090177261530762407
DEPRIVATION,-1159531158894935847
DEPRIVATION,-1294904901176751972
DEPRIVATION,-1452888921634395814
DEPRIVATION,-1775915878230818815
DEPRIVATION,-1910775083962583800
DEPRIVATION,-2415934420457811891
DEPRIVATION,-2433463404424776940
DEPRIVATION,-2590980084755811159
DEPRIVATION,-2682475874484379904
DEPRIVATION,-2743486081317412517
DEPRIVATION,-2900821271292163333
DEPRIVATION,-3074941752866588724
DEPRIVATION,-3116463072345329082
DEPRIVATION,-3140714850129835100
DEPRIVATION,-3454364784809484837
DEPRIVATION,-3523651727477984390
DEPRIVATION,-3596716997552953130
DEPRIVATION,-3655461636437505134
DEPRIVATION,-3695128139703601204
DEPRIVATION,-3804258009719827742
DEPRIVATION,-4061210212753763823
DEPRIVATION,-4080781243848818378
DEPRIVATION,-4126619692184704426
DEPRIVATION,-413075130693266686
DEPRIVATION,-4447123960129200152
DEPRIVATION,-4546432139286191091
DEPRIVATION,-4610875847818695780
DEPRIVATION,-4665340012322472921
DEPRIVATION,-4741718061592792019
DEPRIVATION,-4852304979868991851
DEPRIVATION,-492724904649082945
DEPRIVATION,-531529918101223179
DEPRIVATION,-5518933114682989558
DEPRIVATION,-5532834677220581196
DEPRIVATION,-5539490046914829414
DEPRIVATION,-5781232928989135464
DEPRIVATION,-5904896366761433943
DEPRIVATION,-5999058660425892757
DEPRIVATION,-6120163198434605439
DEPRIVATION,-6149953357724866349
DEPRIVATION,-6292936096648795896
DEPRIVATION,-6364530912724944136
DEPRIVATION,-6455256354819838523
DEPRIVATION,-6643244020746307089
DEPRIVATION,-6810791679903537768
DEPRIVATION,-6867230956289265631
DEPRIVATION,-6945503939355545002
DEPRIVATION,-6959729704443851213
DEPRIVATION,-7202996774124934255
DEPRIVATION,-7402623951464894633
DEPRIVATION,-8273734696037214063
DEPRIVATION,-8316180243080448222
DEPRIVATION,-8358461172612077245
DEPRIVATION,-8647050494552387126
DEPRIVATION,-8694647687145243231
DEPRIVATION,-8818361576895781174
DEPRIVATION,-9094520964277763837
DEPRIVATION,-9203863217340860834
DEPRIVATION,-9220496084734067857
DEPRIVATION,126215140725695565
DEPRIVATION,1620611132880023905
DEPRIVATION,1666043296644063806
DEPRIVATION,1703993905100744327
DEPRIVATION,1707161262475733533
DEPRIVATION,2044500264551310178
DEPRIVATION,2271645335453381079
DEPRIVATION,2352310772025467458
DEPRIVATION,2365989382749076765
DEPRIVATION,2399525881063028546
DEPRIVATION,2711404827462674967
DEPRIVATION,2779563750322370168
DEPRIVATION,2939789350048045338
DEPRIVATION,2980812860019796227
DEPRIVATION,3348232607899083231
DEPRIVATION,3617561654210896717
DEPRIVATION,3625856046647370187
DEPRIVATION,3878358054614093405
DEPRIVATION,4010236191437954540
DEPRIVATION,4059580273132613705
DEPRIVATION,4314785606582880536
DEPRIVATION,4384723012709863541
DEPRIVATION,4410829583994068598
DEPRIVATION,4624673422964821642
DEPRIVATION,4730016259762089857
DEPRIVATION,4816666827108942625
DEPRIVATION,4822884088005477272
DEPRIVATION,497330589666115169
DEPRIVATION,4985659032370423188
DEPRIVATION,5015061217107763861
DEPRIVATION,5025085907164923844
DEPRIVATION,5034476426443404640
DEPRIVATION,5049050525491164904
DEPRIVATION,5400388579882523888
DEPRIVATION,5600946559033561356
DEPRIVATION,5668420966689058769
DEPRIVATION,5759891397206050100
DEPRIVATION,5946484336698437123
DEPRIVATION,608645736111657759
DEPRIVATION,64454640246173165
DEPRIVATION,6474362605201743445
DEPRIVATION,654831968626495290
DEPRIVATION,6554185422552373989
DEPRIVATION,7096759310068021885
DEPRIVATION,7854453332754368905
DEPRIVATION,7935561301471961420
DEPRIVATION,8107914942009795832
DEPRIVATION,8189253568120053500
DEPRIVATION,8218990318256422596
DEPRIVATION,8270741939120534176
DEPRIVATION,8390218932019610564
DEPRIVATION,8401407174255404691
DEPRIVATION,8405446812477393109
DEPRIVATION,849328652000037096
DEPRIVATION,8558335139897754654
DEPRIVATION,8756591572940819019
DEPRIVATION,8794911373550586470
DEPRIVATION,8832191609127964148
DEPRIVATION,8964591063698720061
DEPRIVATION,897363445975230477
DEPRIVATION,9183724100645454550
DERMATOLOGY,-3084220697786279393
DERMATOLOGY,-3200898123945414495
DERMATOLOGY,254208803119649985
DERMATOLOGY,5880651882524053047
DERMATOLOGY,6214057780311669658
DERMATOLOGY,6704649518648173830
DERMATOLOGY,7643580658764987840
DHB,-1036188890637511344
DHB,-1090177261530762407
DHB,-1159531158894935847
DHB,-1170545849545007223
DHB,-1252946171325997243
DHB,-1294904901176751972
DHB,-1306784764344251008
DHB,-1452888921634395814
DHB,-1457866023751314316
DHB,-1514292954851194502
DHB,-1540979222436646668
DHB,-1568801393693492728
DHB,-1618887969317504302
DHB,-1742935256342945253
DHB,-1761069378375509138
DHB,-177542651055072588
DHB,-1775915878230818815
DHB,-1910775083962583800
DHB,-1938970921922579303
DHB,-2035911068869056381
DHB,-2113102438505162620
DHB,-2124666264262329018
DHB,-2232654697954568699
DHB,-2319128606033271311
DHB,-2334945061858843368
DHB,-2347657709943783592
DHB,-236086658151593749
DHB,-2376857435080887956
DHB,-2405502434273980411
DHB,-2415934420457811891
DHB,-2433463404424776940
DHB,-2562385348766235926
DHB,-2563411096204733449
DHB,-2590980084755811159
DHB,-2637749859283718492
DHB,-2664584264826431274
DHB,-2682475874484379904
DHB,-2733985327489833107
DHB,-2743486081317412517
DHB,-2900821271292163333
DHB,-2945999982021073783
DHB,-3007329515473808725
DHB,-3015634491667823675
DHB,-3074941752866588724
DHB,-3111844633000912413
DHB,-3114171779570486972
DHB,-3116463072345329082
DHB,-3140714850129835100
DHB,-3234996140309685625
DHB,-3314958441740950548
DHB,-3428866267269539023
DHB,-3454364784809484837
DHB,-3523651727477984390
DHB,-3572701475000929423
DHB,-3596716997552953130
DHB,-3655461636437505134
DHB,-3694132569437310009
DHB,-3695128139703601204
DHB,-3696406766263897432
DHB,-3804258009719827742
DHB,-3876869333684620017
DHB,-3907035603808416284
DHB,-3934295293258170413
DHB,-3939505238336882799
DHB,-3940115769622882130
DHB,-403347763775233990
DHB,-4061210212753763823
DHB,-4080781243848818378
DHB,-4126619692184704426
DHB,-413075130693266686
DHB,-4301422308669344308
DHB,-4303061235511306335
DHB,-4304890482577181216
DHB,-4407708719228547341
DHB,-4447123960129200152
DHB,-4478697911199667482
DHB,-4526391121103533305
DHB,-4546432139286191091
DHB,-4591907978284292482
DHB,-4610875847818695780
DHB,-4614170244776151672
DHB,-4620074203599017461
DHB,-4665340012322472921
DHB,-4741718061592792019
DHB,-4756495659085077764
DHB,-4852304979868991851
DHB,-492724904649082945
DHB,-5112213318161009284
DHB,-5158172537353236360
DHB,-5209309342801126122
DHB,-5314045878601666865
DHB,-531529918101223179
DHB,-5365010140788296418
DHB,-5407571236373495875
DHB,-5518933114682989558
DHB,-5532834677220581196
DHB,-5539490046914829414
DHB,-558777328604143662
DHB,-5590993118661811880
DHB,-5722487216591063445
DHB,-5781232928989135464
DHB,-5813469553488947929
DHB,-5834760201927522645
DHB,-5904896366761433943
DHB,-5999058660425892757
DHB,-601830177061941225
DHB,-605861757402729223
DHB,-6120163198434605439
DHB,-6149953357724866349
DHB,-617417025011265522
DHB,-6187686126766160597
DHB,-6193513963605027937
DHB,-6292936096648795896
DHB,-6305866225961527535
DHB,-6344821668794916148
DHB,-6364530912724944136
DHB,-641983400628101730
DHB,-6455256354819838523
DHB,-6591450667843135456
DHB,-6643244020746307089
DHB,-6707478348511817314
DHB,-6740998143259396305
DHB,-6773332016518801457
DHB,-6810791679903537768
DHB,-6867230956289265631
DHB,-6914457576095890056
DHB,-6945503939355545002
DHB,-6959729704443851213
DHB,-7202996774124934255
DHB,-7222613057798750043
DHB,-7266227501010366812
DHB,-7290998807272665559
DHB,-7402623951464894633
DHB,-7430754290667796240
DHB,-7433550141952106932
DHB,-7589601178696644119
DHB,-7616618072560475474
DHB,-7662304800049238686
DHB,-7795345905574315914
DHB,-7875331433586479278
DHB,-7878862351320540408
DHB,-7903058510935984422
DHB,-7936675919038489608
DHB,-7948816684388478532
DHB,-7957954050639695655
DHB,-7971445354162355489
DHB,-7979285282189134737
DHB,-8036234488487203234
DHB,-8245764161113522341
DHB,-8273734696037214063
DHB,-8293456590059160877
DHB,-8316180243080448222
DHB,-8358461172612077245
DHB,-8378934420015826228
DHB,-838940598778319617
DHB,-8604967854329164919
DHB,-8647050494552387126
DHB,-8694647687145243231
DHB,-8818361576895781174
DHB,-8847916214551427072
DHB,-8937828487590985398
DHB,-8973300521740143215
DHB,-9042841596585896671
DHB,-9079992153849692196
DHB,-908319750661503974
DHB,-9094520964277763837
DHB,-9107551963823679968
DHB,-9194934806118714736
DHB,-9203863217340860834
DHB,-9220496084734067857
DHB,103137047310547503
DHB,1042351951946377944
DHB,126215140725695565
DHB,1267640666248597042
DHB,1384249944010911984
DHB,1402925396164825261
DHB,1425499117372161578
DHB,1447977365490393221
DHB,151761938406800354
DHB,1616156400487666235
DHB,1620611132880023905
DHB,164250510529004623
DHB,1666043296644063806
DHB,1703993905100744327
DHB,1707161262475733533
DHB,1810056119236873194
DHB,1810107061916286347
DHB,1849913648359537561
DHB,194417891779947946
DHB,1972208769559381989
DHB,2044500264551310178
DHB,2139427349150417807
DHB,2154123111287222536
DHB,2228620807704377120
DHB,2261465148237819181
DHB,2271645335453381079
DHB,2349438810410588430
DHB,2352310772025467458
DHB,2365989382749076765
DHB,2399525881063028546
DHB,2411647136567443853
DHB,2420038089600798366
DHB,2525763685925305153
DHB,2659398412540067296
DHB,2711404827462674967
DHB,2779563750322370168
DHB,283236686062328979
DHB,2837482178202247684
DHB,2876595094570365434
DHB,2878165789546727907
DHB,2939789350048045338
DHB,2980812860019796227
DHB,3007099291354196521
DHB,327871433241763452
DHB,3338374873528001621
DHB,3348232607899083231
DHB,3402827724758912742
DHB,3498786060715161771
DHB,3617561654210896717
DHB,3648449824363204264
DHB,3670040056974714724
DHB,3739760996093107627
DHB,3815775528308540138
DHB,3878358054614093405
DHB,4010236191437954540
DHB,4054071665255089511
DHB,4059580273132613705
DHB,4121928761730609475
DHB,4220363251284574983
DHB,4233767897891325658
DHB,4244277920502292783
DHB,4314785606582880536
DHB,4384723012709863541
DHB,4410023119234026388
DHB,4410829583994068598
DHB,4445060419424448902
DHB,4578904066851310819
DHB,459854272867775843
DHB,4604885208692440704
DHB,4624673422964821642
DHB,4730016259762089857
DHB,4790789985272056138
DHB,4795789317168346369
DHB,4805144269513085351
DHB,4814922082582149255
DHB,4816666827108942625
DHB,4822884088005477272
DHB,482303604095049757
DHB,4828718349478318010
DHB,4938214496968328822
DHB,497330589666115169
DHB,4985659032370423188
DHB,5015061217107763861
DHB,5025085907164923844
DHB,5034476426443404640
DHB,5038639254908082350
DHB,5049050525491164904
DHB,511136364657948847
DHB,5142817292742434489
DHB,5154387753329063329
DHB,5208771272622738228
DHB,5264738661960237449
DHB,534957175613507904
DHB,5400388579882523888
DHB,5513029541306781972
DHB,5527298477904320662
DHB,5600946559033561356
DHB,5648016919672668332
DHB,5668420966689058769
DHB,569493752799142791
DHB,5759891397206050100
DHB,5808445835535320854
DHB,5840611307555685205
DHB,5849816116644920360
DHB,5946484336698437123
DHB,608645736111657759
DHB,6111336606299170680
DHB,6149086047559810587
DHB,6163942696238246029
DHB,6210392871542847972
DHB,6287486026464529695
DHB,6317442120808728743
DHB,6339203719656356587
DHB,6388296774947271722
DHB,6395803089636908235
DHB,64454640246173165
DHB,6474362605201743445
DHB,6477522864356567350
DHB,6545965887134275531
DHB,654831968626495290
DHB,6554185422552373989
DHB,667939847239001198
DHB,6713595137465253268
DHB,6731298056080600375
DHB,6751059018590510140
DHB,6924812363328360633
DHB,6969742931475817260
DHB,700021677988038072
DHB,7096759310068021885
DHB,711292581656149870
DHB,7122751510582726830
DHB,7303442892910268823
DHB,7318681810038130546
DHB,737934597115658128
DHB,7658466989039476962
DHB,7798090476720000866
DHB,7854453332754368905
DHB,7935561301471961420
DHB,7954726030784069249
DHB,7980365353940112690
DHB,8030976511629623607
DHB,8107914942009795832
DHB,8122350087077187223
DHB,8189253568120053500
DHB,8218990318256422596
DHB,8229058854479316350
DHB,8270741939120534176
DHB,8282242027989767628
DHB,8309576450413156375
DHB,8348886683991674237
DHB,8351965039460539722
DHB,8371409211196321481
DHB,8379909167083134564
DHB,8390218932019610564
DHB,8401407174255404691
DHB,8405446812477393109
DHB,8411406154921169151
DHB,849328652000037096
DHB,8501378236020553087
DHB,8534876476199353826
DHB,8558335139897754654
DHB,8623445141014623944
DHB,8654264902048126364
DHB,8673167862528694521
DHB,8694573571577190469
DHB,8735568401894204615
DHB,8756591572940819019
DHB,8762736639027651607
DHB,8794911373550586470
DHB,8832191609127964148
DHB,8835062473824909372
DHB,8964591063698720061
DHB,897363445975230477
DHB,900451377834817413
DHB,9051741223876364660
DHB,9183724100645454550
DHB,997858338303871794
DIABETES,-2127959905255742777
DIABETES,-5544328628586099461
DIABETES,5516441066862620466
DIABETES,5982277956515979833
DISABILITY,-1801869890478208834
DISABILITY,-3362367244339681872
DISABILITY,-3572701475000929423
DISABILITY,-4460898512802864232
DISABILITY,-5828362184572832697
DISABILITY,-6077350028977902224
DISABILITY,-622443584561380462
DISABILITY,-6885359076549343234
DISABILITY,-697385657676211093
DISABILITY,-7365455988901414421
DISABILITY,-8675982843368484329
DISABILITY,-8703529866556919990
DISABILITY,1186374578425057287
DISABILITY,1344175093317531935
DISABILITY,151844478235815643
DISABILITY,2349452066966810689
DISABILITY,2505106351794322456
DISABILITY,2662716020490861889
DISABILITY,2982759673739379451
DISABILITY,3054215504180415413
DISABILITY,3317794321812835790
DISABILITY,3553172742950776549
DISABILITY,4129203670605142197
DISABILITY,4257937522146074446
DISABILITY,4279453570765793495
DISABILITY,5029108145905331994
DISABILITY,5043944165508526677
DISABILITY,532939477151057992
DISABILITY,5586079491168127661
DISABILITY,5834060272934277674
DISABILITY,6021444633953150322
DISABILITY,7638508401821281067
DISABILITY,8121693948156857209
DISABILITY,8788431405852894114
DISABILITY,9194196315169450042
DISCHARGES,-1145524105313864852
DISCHARGES,-1463227927873610593
DISCHARGES,-2210497465219831547
DISCHARGES,-3379843787594754535
DISCHARGES,-388562875136719593
DISCHARGES,-4071528589544698190
DISCHARGES,-4452516484809161369
DISCHARGES,-4607582257781506291
DISCHARGES,-5060608600665605670
DISCHARGES,-6404510399412987518
DISCHARGES,-6637841427336137626
DISCHARGES,-6795289530824898068
DISCHARGES,-7975913614418826690
DISCHARGES,-8052897182895192024
DISCHARGES,-8187531855024123922
DISCHARGES,-89451924892634719
DISCHARGES,1446176828614621914
DISCHARGES,2352006334789408392
DISCHARGES,279568798871344550
DISCHARGES,2823748797351058905
DISCHARGES,2949516636147129744
DISCHARGES,3036683124550137177
DISCHARGES,3187747639247504182
DISCHARGES,3409881297187937521
DISCHARGES,4482789420166434581
DISCHARGES,5016383841813470335
DISCHARGES,5118992931187035582
DISEASE,-1336569846635251411
DISEASE,-1860785323900832728
DISEASE,-5655826920437030034
DISEASE,-5935399191156780356
DISEASE,-6097461457033184057
DISEASE,-7861675434441403132
DISEASE,1371888026895751569
DISEASE,228082198875321126
DISEASE,4566278237075179265
DISEASE,4809524150045606147
DISEASE,499662187067712465
DISEASE,5633901076202689936
DISEASE,5672053068148245880
DISEASE,6119940171775940190
DISEASE,8637412393248051549
ECONOMY,-1044792175172669370
ECONOMY,-1070284595133077940
ECONOMY,-1149515218177260044
ECONOMY,-1186219981049784333
ECONOMY,-1328342436253827406
ECONOMY,-1369405604070262325
ECONOMY,-1370293580381394906
ECONOMY,-1375466439208635636
ECONOMY,-142169952725022336
ECONOMY,-1446637259010291092
ECONOMY,-1556555727017632499
ECONOMY,-1647545001233650754
ECONOMY,-172053120151019807
ECONOMY,-1820667533929049550
ECONOMY,-1852607798469144106
ECONOMY,-1875172807824536676
ECONOMY,-1939699759342820270
ECONOMY,-2126304528607350375
ECONOMY,-2210110386134182509
ECONOMY,-2236432267632271065
ECONOMY,-2455962246309287306
ECONOMY,-2486327215025604221
ECONOMY,-2571131748087717951
ECONOMY,-2580223322665999462
ECONOMY,-2616506705151683005
ECONOMY,-2892361464940448788
ECONOMY,-2894744184199644019
ECONOMY,-3059526537033592311
ECONOMY,-3120626941621424691
ECONOMY,-3130402771576724197
ECONOMY,-3155105190846797057
ECONOMY,-3178417033395587726
ECONOMY,-3312522138934593214
ECONOMY,-3381700558308032530
ECONOMY,-351004541724164473
ECONOMY,-3590627391108148610
ECONOMY,-3666419771790492665
ECONOMY,-3733025155702366652
ECONOMY,-3749957876877375610
ECONOMY,-3848867366965435418
ECONOMY,-3934881583517790654
ECONOMY,-3938476114002283842
ECONOMY,-4063953426763310114
ECONOMY,-4147470610108968431
ECONOMY,-4244801971364442806
ECONOMY,-4439746965273879836
ECONOMY,-4539750040643493691
ECONOMY,-4564068806130481624
ECONOMY,-4570834121970337055
ECONOMY,-4578668381081752848
ECONOMY,-4606297761255314988
ECONOMY,-4638738317633762188
ECONOMY,-4723430140204737336
ECONOMY,-476439396768527759
ECONOMY,-4814636580553103990
