titleId:ID(Title),name,url,:LABEL
-1837120766633430030,"Visitor spend on tourism products and services in Nelson Tasman RTO, New Zealand ",,Title
-1852607798469144106,Price received by New Zealand businesses for road freight transport services,,Title
-1860785323900832728,"Rate of cancer registrations for Māori for selected cancers by sex and age group, 2011",https://figure.nz/table/6AKZERac9IAP7Paa,Title
-1875172807824536676,Quarter-on-quarter change in price of health insurance in New Zealand,,Title
-1881604013105672259,Health - Chronic pain among adults (prevalence) 2014/15,https://figure.nz/table/JceEDcN4tQ3bSJ7w,Title
-1886750096533718109,"Health therapy professionals in the West Coast Region, New Zealand",,Title
-1888585174748929690,"Mental health - Intentional self-harm hospitalisation, by DHB of domicile and sex 2010–2012",https://figure.nz/table/ZbE5cXKpYQy9QCDM,Title
-1897474907334693061,Types of fuels used by the health care and social assistance industry in New Zealand,,Title
-1910775083962583800,"Children fully immunised at age 18 months in the Nelson Marlborough DHB, New Zealand",,Title
-1930057123275005266,"Industries of employment for people residing in the Henderson-Massey Local Board Area, Auckland, NZ",,Title
-193140548930257878,"Cigarette smoking behaviour in Westland District, New Zealand",,Title
-1938970921922579303,New Zealand hospitalisations for renal tubulo-interstitial diseases,,Title
-1939699759342820270,Price paid by New Zealand businesses for residential building construction,,Title
-1947301536307857094,"Health diagnostic and promotion professionals in the Gisborne Region, New Zealand",,Title
-197820934100764006,"Industries of employment for people residing in the Waikato Region, New Zealand",,Title
-2018530474590327333,"Rate of intentional self-harm hospitalisation for people living in the Wairarapa DHB, New Zealand",,Title
-201912231238992615,"People employed in the health care and social assistance industry in the Bay of Plenty Region, New Zealand",,Title
-2035911068869056381,New Zealand hospitalisations for calculus of the kidney and ureter,,Title
-2043137043532558586,Health - High cholesterol among adults (time trends) 2006/07–2014/15,https://figure.nz/table/SlKb4JDtRjOEnx6R,Title
-2051239730258187725,Health - Class 3 obesity among adults (prevalence) 2014/15,https://figure.nz/table/jD4kClF5DPPkko8r,Title
-2052948733781642051,Rate of Māori people using mental health and addiction services in New Zealand,,Title
-2057778835697667824,"Health and welfare support workers in the Nelson Region, New Zealand",,Title
-2095822177477880499,Health - Adults who are overweight but not obese (time trends) 2006/07–2014/15,https://figure.nz/table/kVWDW57Bi6rYmLfR,Title
-2110284090915470335,Filled jobs in the health and general insurance industry in New Zealand,,Title
-2113102438505162620,Children who went to the dentist in the past 12 months in New Zealand,,Title
-2124666264262329018,Mental health contacts at District Health Boards and Non-Governmental Organisations in New Zealand,,Title
-2126304528607350375,Price received by New Zealand businesses for rent of commercial land and buildings,,Title
-2127959905255742777,Health - Type 2 diabetes among adults 25+ (prevalence) 2014/15,https://figure.nz/table/rlSRTMwrXxuPfhy9,Title
-213077360626753722,"Visitor spend on tourism products and services in Lake Wanaka RTO, New Zealand ",,Title
-2164410926387733452,"Health care and social assistance business births/deaths in the Southland Region, New Zealand",,Title
-2166566830457073206,"Industries of employment for people residing in Rangitikei District, New Zealand",,Title
-2168543248746126830,Health - Adults who visited GP in past 12 months  (time trends) 2006/07–2014/15,https://figure.nz/table/Kh4XE3muxEbNdHcw,Title
-2198276262296199003,"Cigarette smoking behaviour in the Howick Local Board Area, Auckland, New Zealand",,Title
-2201270831673089375,Orthopaedic surgeons in New Zealand,,Title
-2201789501821365340,New Zealand adults diagnosed with bipolar disorder,,Title
-2210110386134182509,Price paid by New Zealand businesses for agricultural services,,Title
-2210497465219831547,Discharges from New Zealand mental health and addiction teams to non-psychiatric hospitals ,,Title
-2215240662314586250,Community residential occupied bed nights at mental health and addiction services in New Zealand,,Title
-2216285293199859960,Health - Mood or anxiety disorders among adults (time trends) 2006/07–2014/15,https://figure.nz/table/RC1YDrtIEFc2Rnou,Title
-2230949441544793438,"Cigarette smoking behaviour in Napier City, New Zealand",,Title
-2232654697954568699,New Zealand hospitalisations for chronic lower respiratory diseases,,Title
-2236432267632271065,Price received by New Zealand businesses for beverage serving services,,Title
-2239016271372777509,Health - Unmet need for after-hours due to cost among adults (time trends) 2011/12–2014/15,https://figure.nz/table/4XD54qRn4y0Ap8jt,Title
-2261779274538937205,Health - Adults who thought their GP was very good or good at explaining health conditions and treatments (prevalence) 2014/15,https://figure.nz/table/ZMrszVlEp0KZbdbe,Title
-2263773713644713962,"Health care and social assistance business births/deaths in Tauranga City, New Zealand",,Title
-2267626383277532721,"Health and welfare support workers in the Taranaki Region, New Zealand",,Title
-2272894495209789595,"Health - Adults who had one or more teeth removed in lifetime due to decay, an abscess, infection or gum disease (prevalence) 2014/15",https://figure.nz/table/nY6Cv31IxBvkHxxB,Title
-2311562274798942959,Greatest energy saving area for the health care and social assistance industry in New Zealand,,Title
-2319128606033271311,New Zealand hospitalisations for diseases of the inner ear,,Title
-232813311610740087,Worker turnover rate in the health care and social assistance industry in New Zealand,,Title
-2334945061858843368,"New Zealand hospitalisations for pregnancy, childbirth and the puerperium",,Title
-2340493049765865808,"Health care and social assistance business births/deaths in the Gisborne District, New Zealand",,Title
-2347657709943783592,"New Zealand hospitalisations for diseases of the oesophagus, stomach and duodenum",,Title
-2358419044481159136,"Health therapy professionals in the Northland Region, New Zealand",,Title
-236086658151593749,New Zealand hospitalisations for obstructive and reflux uropathy,,Title
-2376857435080887956,"Birth rate in the Whanganui DHB, New Zealand",,Title
-2390872149369841348,"Mental health - Suicide death rates for OECD countries, by sex and by age group",https://figure.nz/table/kpVXZKLw4S3CxQDK,Title
-2397619465432677031,"Cigarette smoking behaviour in the Great Barrier Local Board Area, Auckland, New Zealand",,Title
-2404798200292291692,Public health and safety offences in New Zealand by scene,,Title
-2405502434273980411,New Zealand hospitalisations for inflammatory polyarthropathies,,Title
-2415934420457811891,"Children fully immunised at age 5 years in the Lakes DHB, New Zealand",,Title
-2422798848647906024,Health promotion officers in New Zealand,,Title
-242957782093811568,Primary causes of bankruptcy in New Zealand,,Title
-2433463404424776940,"Children fully immunised at age 24 months in the Waitemata DHB, New Zealand",,Title
-2437850122884616733,Employees by business type in the health care and social assistance industry in New Zealand,,Title
-2441543402583901036,Health - Children diagnosed with emotional or behavioural problems (prevalence) 2014/15,https://figure.nz/table/oNo4WdcmH2ACERC2,Title
-2450722286685344459,Health - Children who had a fizzy drink at least 3 times in past week (prevalence) 2014/15,https://figure.nz/table/F9Q4iBFJoxYUmYcO,Title
-2455962246309287306,"Price paid by New Zealand businesses for plants, buds, spice, and aromatic crops",,Title
-2470413830225671570,"Cigarette smoking behaviour in Hastings District, New Zealand",,Title
-2486327215025604221,Price received by New Zealand businesses for diesel,,Title
-2505993734543683035,Number of Māori adults with private health insurance cover in New Zealand,,Title
-2520595796741023335,Minimum secure inpatient occupied bed nights at mental health and addiction services in New Zealand,,Title
-2556728584832724556,Referrals received by New Zealand mental health and addiction teams from adult community mental health services,,Title
-2560245471492499176,General surgeons in New Zealand,,Title
-2562385348766235926,New Zealand hospitalisations for hernia,,Title
-2563411096204733449,"New Zealand hospitalisations for benign neoplasms of the colon, rectum, anus and anal canal",,Title
-2565197711651588246,"Industries of employment for people residing in the Taranaki Region, New Zealand",,Title
-2571131748087717951,Price paid by New Zealand businesses for hunting and fishing support services,,Title
-257778131298865126,Adults with private health insurance cover in New Zealand by District Health Board of residence,,Title
-2579710807421759647,Average earnings in the health care services industry (other) in New Zealand,,Title
-2580223322665999462,"Gross Domestic Product of the Hawke's Bay Region, New Zealand",,Title
-2590980084755811159,"Children fully immunised at age 6 months in the Hutt Valley DHB, New Zealand",,Title
-2593815527497349618,"Cigarette smoking behaviour in Otorohanga District, New Zealand",,Title
-2615773191056207545,Health - Class 2 obesity among adults (prevalence) 2014/15,https://figure.nz/table/zr9POOO8rUp4EnaV,Title
-2616506705151683005,Price paid by New Zealand businesses for repair and maintenance of transport machinery and equipment,,Title
-2637749859283718492,New Zealand hospitalisations for mononeuropathies of the upper limb,,Title
-264518397430362537,Health - Children who visited a GP in the past 12 months (prevalence) 2014/15,https://figure.nz/table/qPUxVPSSNYCB1Q1C,Title
-2659080766831042321,Industries of employment for people residing in New Zealand,,Title
-2664584264826431274,New Zealand hospitalisations for mental and behavioural disorders due to the use of alcohol,,Title
-2682475874484379904,"Children fully immunised at age 5 years in the Waitemata DHB, New Zealand",,Title
-2701686030551839456,"Industries of employment for people residing in Upper Hutt City, New Zealand",,Title
-2714024345948049149,Filled jobs by age group in the health care and social assistance industry in New Zealand,,Title
-2730061888917806655,Health - Adults meeting vegetable intake guidelines (time trends) 2006/07–2014/15,https://figure.nz/table/xklhxxsmrC1AQUZq,Title
-2733985327489833107,New Zealand hospitalisations for malignant neoplasms of the bronchus and lung,,Title
-2741606593890254269,"Education, health and welfare services managers in the Southland Region, New Zealand",,Title
-2743486081317412517,"Children fully immunised at age 8 months in the Hutt Valley DHB, New Zealand",,Title
-274839329035380562,Core Crown spending on law and order in New Zealand by category,,Title
-2777095423880665467,"Health and welfare support workers in the Marlborough Region, New Zealand",,Title
-280121734074749368,New Zealand adults diagnosed with anxiety disorder,,Title
-2803891043515081038,Health - Rheumatoid arthritis among adults (time trends) 2011/12–2014/15,https://figure.nz/table/4XP46oNHhShisia1,Title
-2816761282928500589,"Cigarette smoking behaviour in the Manurewa Local Board Area, Auckland, New Zealand",,Title
-2841920590841866429,"Industries of employment for people residing in Masterton District, New Zealand",,Title
-2873028173729595524,"Rate of intentional self-harm hospitalisation for people living in the Tairawhiti DHB, New Zealand",,Title
-288309807524703997,"Health - Excellent, very good or good parent-rated health among children (time trends) 2006/07–2014/15",https://figure.nz/table/IoNCWySoI9RSQDLo,Title
-2892361464940448788,Price paid by New Zealand businesses for civil engineering services,,Title
-2892978410392078807,People seen by community teams at New Zealand mental and addiction service providers,,Title
-2894744184199644019,Price received by New Zealand businesses for sheep,,Title
-2900821271292163333,"Children fully immunised at age 12 months in the Nelson Marlborough DHB, New Zealand",,Title
-2902135985294040506,Health - Children whose parent definitely had confidence and trust in their child's GP (prevalence) 2014/15,https://figure.nz/table/7iMpJBNsLZ1poXN3,Title
-2902610554897266723,"Industries of employment for people residing in the Canterbury Region, New Zealand",,Title
-2904787426688624860,"People employed in the health care and social assistance industry in the Waikato Region, New Zealand",,Title
-2928700964515605844,Highest qualifications of health and welfare support workers in New Zealand,,Title
-2943919407377519142,"Visitor spend on tourism products and services in Kawerau-Whakatane, New Zealand ",,Title
-2945866665608790609,"Cigarette smoking behaviour in the Manawatu-Wanganui Region, New Zealand",,Title
-2945999982021073783,Local Elections - Women candidates and elected 2013,https://figure.nz/table/tpsmqZYIdaJ0cWk4,Title
-2947878570649580313,"People employed in the health care and social assistance industry in the Otago Region, New Zealand",,Title
-2970190457501355692,"Industries of employment for people residing in the Whanganui District, New Zealand",,Title
-2989741896348497358,Medical laboratory scientists in New Zealand,,Title
-2995749102974716583,"Visitor spend on tourism products and services in Fiordland RTO, New Zealand ",,Title
-3007329515473808725,New Zealand hospitalisations for cerebrovascular diseases,,Title
-3015634491667823675,New Zealand hospitalisations for complications predominantly related to the puerperium,,Title
-3029032563088505963,Medium secure inpatient occupied bed nights at mental health and addiction services in New Zealand,,Title
-3034424751673510455,Use of the Internet for health services in New Zealand,,Title
-3059526537033592311,Price received by New Zealand businesses for woven fabrics and made-up textile articles,,Title
-3074941752866588724,"Children fully immunised at age 6 months in the Bay of Plenty DHB, New Zealand",,Title
-3084220697786279393,Dermatologists in New Zealand,,Title
-3111844633000912413,New Zealand hospitalisations for type 1 diabetes mellitus,,Title
-3114171779570486972,"Birth rate in the Tairawhiti DHB, New Zealand",,Title
-3116163729194004952,Health - Children given solids before 6 months (prevalence) 2014/15,https://figure.nz/table/3hWRdcVFQXQNZDtc,Title
-3116463072345329082,"Children fully immunised at age 12 months in the Counties Manukau DHB, New Zealand",,Title
-3120626941621424691,"Price received by New Zealand businesses for audio visual services, broadcasting, and distribution services",,Title
-3130402771576724197,"Price received by New Zealand businesses for heating, ventilation, and air conditioning installation services",,Title
-3140714850129835100,"Children fully immunised at age 12 months in the Canterbury DHB, New Zealand",,Title
-3147046500771947015,"Health - Publicly funded hospital discharges by recorded external cause, by age and ethnic group 2013/2014",https://figure.nz/table/66pu7uHmzokEpXDL,Title
-3155105190846797057,Price paid by New Zealand businesses for non-residential building construction,,Title
-3178417033395587726,"Price paid by New Zealand businesses for luggage, handbags and articles of leather",,Title
-3195655276629878127,Health - Bipolar disorder among adults (prevalence) 2014/15,https://figure.nz/table/dayUprWpvrY4aVnt,Title
-3200898123945414495,Health - Eczema among children (prevalence) 2014/15,https://figure.nz/table/4Fiml10evaMvUCKL,Title
-3216625741747942441,Core Crown spending on superannuation and welfare benefit in New Zealand by category,,Title
-3224268102197542878,Age distribution of people working in the health care services industry (other) in New Zealand,,Title
-322684221006278776,Health - Mean number of nurse visits among children 2014/15,https://figure.nz/table/SY4Y3WwRF2chquEV,Title
-3227660682008305331,Government tertiary education expenditure on industry training  in New Zealand,,Title
-3229168600107564383,"Cigarette smoking behaviour in the Waitemata Local Board Area, Auckland, New Zealand",,Title
-3234996140309685625,Children fully immunised at age 5 years in New Zealand,,Title
-3247954731067272823,"Cigarette smoking behaviour in Waimate District, New Zealand",,Title
-3286147965874149997,Total tertiary students enrolled in formal qualifications in New Zealand,,Title
-3300465727693306332,Health diagnostic and promotion professionals in New Zealand,,Title
-3304639134895563393,Court liaison attendances with mental health and addiction services in New Zealand,,Title
-3308482453679305588,"Health - Adults who have had all teeth removed due to decay, an abscess, infection or gum disease (prevalence) 2014/15",https://figure.nz/table/aUhhSIsQ9YZx28zC,Title
-3312522138934593214,"Gross Domestic Product of the Nelson/Tasman regions, New Zealand",,Title
-3314958441740950548,New Zealand hospitalisations for epilepsy,,Title
-3325532424069451376,Worker turnover rate by age group in the health care and social assistance industry in New Zealand,,Title
-3330766451759677949,Health - Parent-rated health among children (prevalence) 2014/15,https://figure.nz/table/jXpYH2sTMkaaVDHz,Title
-3333155712776606178,Dental assistants in New Zealand,,Title
-3341636254041997544,"Employment in the health care and social assistance industry in the Manawatu-Wanganui Region, New Zealand",,Title
-3353128449467003669,Death rate from brain cancer in New Zealand,,Title
-3362367244339681872,"People with disabilities living in private households in the Waikato Region, New Zealand",,Title
-3366469673412957276,"Health therapy professionals in the Southland Region, New Zealand",,Title
-3373603472118563873,"Industries of employment for people residing in Matamata-Piako District, New Zealand",,Title
-3379843787594754535,Discharges from New Zealand mental health and addiction teams to private practitioners ,,Title
-3381700558308032530,Price received by New Zealand businesses for grain,,Title
-3428866267269539023,New Zealand hospitalisations for shoulder lesions,,Title
-34406871438709187,Businesses in the health care and social assistance industry by New Zealand region,,Title
-3454364784809484837,"Children fully immunised at age 8 months in the MidCentral DHB, New Zealand",,Title
-3457590982879412021,"Health diagnostic and promotion professionals in the Auckland Region, New Zealand",,Title
-3462484122319621943,Air Domain Report - Estimated health impacts from exposure to PM10 2006 and 2012,https://figure.nz/table/zOxJKyZZqrvHk8la,Title
-3469213811108543902,"Health care and social assistance business births/deaths in the Otago Region, New Zealand",,Title
-3503119420565266691,Health - Adults who thought their GP was very good or good at explaining health conditions and treatments (time trends) 2011/12–2014/15,https://figure.nz/table/m8ZPXoHqpfa34cjN,Title
-350794111069400726,"Mental health - People seen face-to-face by mental health and addiction services by age, sex and ethnic group, 2011/12",https://figure.nz/table/dRf1PhzUVrOiQV2F,Title
-351004541724164473,"Price paid by New Zealand businesses for electric motors, generators, and transformers",,Title
-3523651727477984390,"Children fully immunised at age 5 years in the Auckland DHB, New Zealand",,Title
-3524590432680738733,Expenditure on health and environment programmes in New Zealand and select OECD countries,,Title
-3526266468703841514,Average PM10 concentration in urban areas of OECD countries,,Title
-3572701475000929423,Main categories of Core Crown expenditure on health in New Zealand,,Title
-3590627391108148610,Price paid by New Zealand businesses for scenic and sightseeing transportation services,,Title
-3596716997552953130,"Children fully immunised at age 24 months in the Counties Manukau DHB, New Zealand",,Title
-3616331518016449145,"Industries of employment for people residing in the Rodney Local Board Area, Auckland, NZ",,Title
-3623169703841072739,Health - Mean waist circumference of children by age 2014/15,https://figure.nz/table/CAY28dvlvmQr7zRN,Title
-3640761966608409510,"Cigarette smoking behaviour in the Waiheke Local Board Area, Auckland, New Zealand",,Title
-3647889532115490423,Highest qualifications of people working in the allied health services industry in New Zealand,,Title
-3648176638514904759,People seen by alcohol and drug teams at New Zealand mental and addiction service providers,,Title
-3648600516973519070,"Health diagnostic and promotion professionals in the Otago Region, New Zealand",,Title
-3655461636437505134,"Children fully immunised at age 18 months in the Tairawhiti DHB, New Zealand",,Title
-3666419771790492665,"Price paid by New Zealand businesses for books, newspapers, and other printed material",,Title
-3670492637778212740,"Cigarette smoking behaviour in Christchurch City, New Zealand",,Title
-3694132569437310009,New Zealand hospitalisations for haemorrhoids,,Title
-3695128139703601204,"Children fully immunised at age 12 months in the Tairawhiti DHB, New Zealand",,Title
-3696406766263897432,New Zealand hospitalisations for syncope and collapse,,Title
-3733025155702366652,Price paid by New Zealand businesses for wool,,Title
-3736422415710911249,Average weekly expenditure on alcoholic beverages for New Zealand households,,Title
-3741562964459206299,"Health therapy professionals in the Auckland Region, New Zealand",,Title
-3749957876877375610,"Price received by New Zealand businesses for pulp, paper, and paperboard",,Title
-3762346198139564830,People employed in the medical and other health care services industry in New Zealand who are also studying,,Title
-3763222907907968197,Phlebotomists in New Zealand,,Title
-3764124656679398893,"Industries of employment for people residing in Auckland, New Zealand",,Title
-3787376598720308234,Filled jobs by firm size in the health care and social assistance industry in New Zealand,,Title
-379423893774780128,"People employed in the health care and social assistance industry in Auckland, New Zealand",,Title
-3804258009719827742,"Children fully immunised at age 12 months in the Bay of Plenty DHB, New Zealand",,Title
-3848867366965435418,"Price paid by New Zealand businesses for beer, soft drinks, and fruit juices",,Title
-3876869333684620017,New Zealand hospitalisations for diseases of the genitourinary system,,Title
-3876906760813764031,Health - Adults meeting vegetable and fruit intake guidelines (time trends) 2006/07–2014/15,https://figure.nz/table/8azV414ipvRANO0M,Title
-388562875136719593,Discharges from New Zealand mental health and addiction teams to alcohol and drug services ,,Title
-3891926346119338143,Highest qualifications of health diagnostic and promotion professionals in New Zealand,,Title
-3898026758745226577,Filled jobs in the health care and social assistance industry in New Zealand,,Title
-3907035603808416284,New Zealand hospitalisations for diabetes mellitus in pregnancy,,Title
-3921239441424635588,Psychiatric disability rehab occupied bed nights at mental health and addiction services in New Zealand,,Title
-3934295293258170413,New Zealand hospitalisations for spondylopathies,,Title
-3934881583517790654,Price received by New Zealand businesses for general and other insurance services,,Title
-3938476114002283842,Price received by New Zealand businesses for sugar and confectionery products,,Title
-3939505238336882799,New Zealand hospitalisations for iron deficiency anaemia,,Title
-3940115769622882130,New Zealand hospitalisations for disorders of the lens,,Title
-3941835537424804779,"Building consents issued for new non-residential buildings in the Southland Region, New Zealand",,Title
-3942010057618889739,"Visitor spend on tourism products and services in Dunedin RTO, New Zealand ",,Title
-3945942848781826585,"Industries of employment for people residing in the Manurewa Local Board Area, Auckland, NZ",,Title
-3951925278457282688,"Cigarette smoking behaviour in Waimakariri District, New Zealand",,Title
-397893803412678935,"Health care and social assistance business births/deaths in the Canterbury Region, New Zealand",,Title
-3992757235954239034,"Industries of employment for people residing in the Devonport-Takapuna Local Board Area, Auckland, NZ",,Title
-4002199295567791067,Median earnings by age group in the health care and social assistance industry in New Zealand,,Title
-401673661557531222,"Cigarette smoking behaviour in Rotorua District, New Zealand",,Title
-4027996833555076289,Health - Hospitalisations by selected cause and type of microbe (custom summary) 2013/2014,https://figure.nz/table/f9lVki9XpZSjBaBA,Title
-4029860916461885393,Health - Unmet need for GP due to lack of transport in past 12 months among children (prevalence) 2014/15,https://figure.nz/table/05zJSN5skqneipT3,Title
-403347763775233990,New Zealand hospitalisations for type 2 diabetes mellitus,,Title
-4058407980984463162,"Mental health - People seen by mental health and addiction services by age, sex and ethnic group 2011/12",https://figure.nz/table/wS7CpZZsmUvNxYQz,Title
-4061210212753763823,"Children fully immunised at age 24 months in the Tairawhiti DHB, New Zealand",,Title
-4063953426763310114,Price received by New Zealand businesses for agricultural services,,Title
-4071528589544698190,Discharges from New Zealand mental health and addiction teams to Māori health providers ,,Title
-4080781243848818378,"Children fully immunised at age 18 months in the Wairarapa DHB, New Zealand",,Title
-4081382562223981457,Average weekly household expenditure in the South Island excl. Canterbury,,Title
