:LABEL,level1Id:ID(Level1),name,url
Level1,4707491900022145998,"Health care and social assistance business births/deaths in Lower Hutt City, New Zealand",https://figure.nz/chart/ds7lnZDk8lUK0dZo-OZPnx9SFR1fPd7ME
Level1,5785597779061604554,"Health care and social assistance business births/deaths in the Northland Region, New Zealand",https://figure.nz/chart/4N60ufl6kRA0eD5v-BFj7otDJhHWkdSQW
Level1,6498197590570440532,"Health care and social assistance business births/deaths in the Canterbury Region, New Zealand",https://figure.nz/chart/4N60ufl6kRA0eD5v-maVE0SwRUcCqlEN3
Level1,8323728031629680065,"Health care and social assistance business births/deaths in the Manawatu-Wanganui Region, New Zealand",https://figure.nz/chart/4N60ufl6kRA0eD5v-vLIMlilb8xd1jFIc
Level1,3355165041991569699,"Health care and social assistance business births/deaths in the Hawke's Bay Region, New Zealand",https://figure.nz/chart/4N60ufl6kRA0eD5v-niJk4cwmy4Nakn9T
Level1,-8777600315782521504,"Health care and social assistance business births/deaths in the Wellington Region, New Zealand",https://figure.nz/chart/4N60ufl6kRA0eD5v-0LmaIDf50A2x6R1E
Level1,7212025143214862556,"Health care and social assistance business births/deaths in the Bay of Plenty Region, New Zealand",https://figure.nz/chart/4N60ufl6kRA0eD5v-3hY3fRmnocKzAAxr
Level1,4973594246502797706,"Health care and social assistance business births/deaths in the Waikato Region, New Zealand",https://figure.nz/chart/4N60ufl6kRA0eD5v-kD7BXsbFZOp32kLB
Level1,6531224813455759429,"Health care and social assistance business births/deaths in the Southland Region, New Zealand",https://figure.nz/chart/4N60ufl6kRA0eD5v-DwBhnVhloCKaOZMI
Level1,-4092580680240415037,"Health care and social assistance business births/deaths in the Taranaki Region, New Zealand",https://figure.nz/chart/4N60ufl6kRA0eD5v-SFTE64uMkaRcID6l
Level1,-1625618115760929660,"Health care and social assistance business births/deaths in the Western Bay of Plenty District, New Zealand",https://figure.nz/chart/ds7lnZDk8lUK0dZo-iEDXjzX2ocLvFOcD
Level1,7729322857673413963,Proportion of total businesses that are in the health insurance industry,https://figure.nz/chart/XDBF0NNaIJJmFpPS-6T553zi2rP9l9Fpx
Level1,-5660444467711734532,Businesses in the health care and social assistance industry by New Zealand region,https://figure.nz/chart/2ilRdpdUvwiCs5CV-nhDVrz4DvKxqaYHF
Level1,4913311214468791675,Proportion of total businesses that are in the health and fitness centres and gymnasia operation industry,https://figure.nz/chart/XDBF0NNaIJJmFpPS-rNYK0azjNjL1I6CN
Level1,8350998754625450802,Proportion of total businesses that are in the medical and other health care services industry,https://figure.nz/chart/XDBF0NNaIJJmFpPS-0ku2z4ymrEvlzFYW
Level1,-7065506136663842497,Proportion of total businesses that are in the health care and social assistance industry,https://figure.nz/chart/XDBF0NNaIJJmFpPS-ZZWSA1dfWS2NxbdK
Level1,108315195465864746,"Health care and social assistance business births/deaths in the Whakatane District, New Zealand",https://figure.nz/chart/ds7lnZDk8lUK0dZo-WKY3EOjqZJ9Ufhfw
Level1,1687412071145401307,Proportion of total businesses that are in the allied health services industry,https://figure.nz/chart/XDBF0NNaIJJmFpPS-vF2tCAANt8KVrTvm
Level1,2138407249436555666,Proportion of total businesses that are in the health and general insurance industry,https://figure.nz/chart/XDBF0NNaIJJmFpPS-hj3eFLKpHsTONtHR
Level1,-7851970669508806902,Employment in the health care and social assistance industry by New Zealand region,https://figure.nz/chart/uiF2tpdkqKnWQ5Do-M8T22UCkSyivBlBS
Level1,881633468530361215,Business survival rates in the health care and social assistance industry in New Zealand,https://figure.nz/chart/mBoxAr1YlOeOcshS-RKC9owFX6PxMuo0H
Level1,8749275272353374748,Sources of ICT support for businesses in the health care and social assistance industry in New Zealand,https://figure.nz/chart/14B29EUbhfXqc9r7-wI1i8erHcW6KipQX
Level1,-1207522159234244421,ICT security measures put in place by businesses in the health care and social assistance industry in New Zealand,https://figure.nz/chart/yYtb9b8bJutZYN98-sitYRUzRU7UaeZQc
Level1,-1249263575317594252,Chemists in New Zealand,https://figure.nz/chart/VX9o9xJxrXqwBCIa
Level1,3053928330485680958,Cardiac technicians in New Zealand,https://figure.nz/chart/yL5OXsEajBdxAHye
Level1,4887601237508554058,Otorhinolaryngologists in New Zealand,https://figure.nz/chart/eBB45lzJjYX3sbTc
Level1,3796086421047629896,Registered nurses in New Zealand,https://figure.nz/chart/aJiUIpskOmnhxhMh
Level1,-485306115401237478,Pharmacy technicians in New Zealand,https://figure.nz/chart/fmi1iMSV7ZdOCbrL
Level1,3987440253376158890,Nursing support workers in New Zealand,https://figure.nz/chart/uHUoCubPFir3lHkt
Level1,-4317642656771015656,Sales representatives for medical & pharmaceutical products in NZ,https://figure.nz/chart/tbuLYst24PzUXZHQ
Level1,242641889907430018,Natural remedy consultants in New Zealand,https://figure.nz/chart/QAEimID6WhT8j4mr
Level1,-8291275564046804357,Nursing clinical directors in New Zealand,https://figure.nz/chart/AcNx4hDnBY92X5Q4
Level1,-8592530072172397759,General surgeons in New Zealand,https://figure.nz/chart/NY6r7TWcaXk32nLa
Level1,4245852231295632468,Biomedical engineers in New Zealand,https://figure.nz/chart/2Ts6cVp9x1tBKQis
Level1,8179081761453283880,Psychiatrists in New Zealand,https://figure.nz/chart/EtqSeeA3fSzAH3qY
Level1,-5733636737234713888,Medical superintendents in New Zealand,https://figure.nz/chart/dtqa1Qtj0uTsQPr3
Level1,-231065437971962277,Emergency service workers in New Zealand,https://figure.nz/chart/KDFMKklcjaZyJIok
Level1,1778655208572617147,Clinical haematologists in New Zealand,https://figure.nz/chart/dXZpMIh9oc2nKsFn
Level1,3169167289853470701,Midwives in New Zealand,https://figure.nz/chart/z7OxbONHro6TrVTE
Level1,6035370997155344415,Hospital pharmacists in New Zealand,https://figure.nz/chart/6hAZUradmSaMhmD7
Level1,2379487131299108791,Traditional chinese medicine practitioners in New Zealand,https://figure.nz/chart/UCSXHLUIOtdD4tlq
Level1,4461289417981121022,Microbiologists in New Zealand,https://figure.nz/chart/KeLXcmvVunRXOue1
Level1,-6866596946227896009,Phlebotomists in New Zealand,https://figure.nz/chart/pS98xJJLNqk1LQZY
Level1,-6084082860904430775,Dermatologists in New Zealand,https://figure.nz/chart/532114DeYnDXaLQf
Level1,-7544798433136728935,Physiotherapists in New Zealand,https://figure.nz/chart/xLuch57kc5UBmrRj
Level1,-6265337569051040641,Enrolled nurses in New Zealand,https://figure.nz/chart/uPml70WxYtj2XixK
Level1,7664843047609591670,Nurse researchers in New Zealand,https://figure.nz/chart/QKeT9jPiIxmAV33E
Level1,-448013062073912009,Psychotherapists in New Zealand,https://figure.nz/chart/r0f3ChUmVvD2T7ZM
Level1,1368179911238069759,Nurse practitioners in New Zealand,https://figure.nz/chart/pvIpZzj8nd8u4XWQ
Level1,-820781892505530039,Dental hygienists in New Zealand,https://figure.nz/chart/4emD247Kji7LLXLu
Level1,930844038703612534,Dietitians in New Zealand,https://figure.nz/chart/fR2sviN5Ptvo2BlU
Level1,6654163734251418171,Massage therapists in New Zealand,https://figure.nz/chart/et2sX9fimsEMc4fB
Level1,-6895265488648545627,Naturopaths in New Zealand,https://figure.nz/chart/ksskrmiRJhB1zjsO
Level1,-1982224570475056178,Audiologists in New Zealand,https://figure.nz/chart/MCw42TmDeVDKT1x1
Level1,8766048844436056400,Cardiologists in New Zealand,https://figure.nz/chart/vxYoZIt3xfYQFeiI
Level1,8249011616057862458,Pathologists in New Zealand,https://figure.nz/chart/AaJfUv2bfLk6Jsm4
Level1,473425598697786038,Dentists in New Zealand,https://figure.nz/chart/olU60OlpyjqMNys1
Level1,-4523163313940726832,Nurse managers in New Zealand,https://figure.nz/chart/P4f4JIJYFCdU5Isq
Level1,-2280994088649940332,Medical receptionists in New Zealand,https://figure.nz/chart/bHwjc4f2OJdHvMRE
Level1,-4717693016523820080,Nurse educators in New Zealand,https://figure.nz/chart/R30jcTar9yLf0K5p
Level1,-6141970095095469019,Dental assistants in New Zealand,https://figure.nz/chart/r7odm0mXkpzluuzu
Level1,-7537264470612346689,Sonographers in New Zealand,https://figure.nz/chart/T0NjlZfQwyWmf8Uy
Level1,-1342300744139967875,Chiropractors in New Zealand,https://figure.nz/chart/9pfm9Tkfi8b9AC0x
Level1,2184921949155732951,Hospital orderlies in New Zealand,https://figure.nz/chart/mkn13XPLIjA9oApJ
Level1,-2335413362222177205,Mothercraft nurses in New Zealand,https://figure.nz/chart/KKRlhiiBMTxVBWwV
Level1,2398711548889746869,Health promotion officers in New Zealand,https://figure.nz/chart/12LRppRtxVp4mNew
Level1,6950013250318368179,Community health registered nurses in New Zealand,https://figure.nz/chart/uDB9suStTKEsv0pH
Level1,-2053131881308667128,Environmental health officers in New Zealand,https://figure.nz/chart/snievx54XuObRMVC
Level1,9172903362143564846,Health practice managers in New Zealand,https://figure.nz/chart/es1IAfD8hHLeziRK
Level1,-7924653400239450232,Health information managers in New Zealand,https://figure.nz/chart/CxQLjzotddi4wr7E
Level1,1676926214469500629,Occupational health and safety advisers in New Zealand,https://figure.nz/chart/cxLvoeow4rMEslt5
Level1,-1677263010495314347,Maori health assistants in New Zealand,https://figure.nz/chart/2LCrUPqPbp5R85B4
Level1,411095072805246295,Weight loss consultants in New Zealand,https://figure.nz/chart/3Xsy4W7NO8ufM31Q
Level1,-2656000082962151845,Medical laboratory scientists in New Zealand,https://figure.nz/chart/YraEJixhrjUvJNBS
Level1,2093460387213095062,Ambulance paramedics in New Zealand,https://figure.nz/chart/QaK682Ei5eESEfi2
Level1,6429773084390435885,Medical oncologists in New Zealand,https://figure.nz/chart/B3kia27pfV9R0pRR
Level1,2838984192033096681,Medical radiation therapists in New Zealand,https://figure.nz/chart/nDFEphzcKj6TsB4W
Level1,1122816437300693417,Paediatricians in New Zealand,https://figure.nz/chart/N7q51kErtwnrykpx
Level1,-4725966961394365673,Resident medical officers in New Zealand,https://figure.nz/chart/036rcY72s5KtnwLn
Level1,-1255433278718449335,Emergency medicine specialists in New Zealand,https://figure.nz/chart/nvTE6U9NZNrYTx9H
Level1,-5435979247367244171,Operating theatre technicians in New Zealand,https://figure.nz/chart/9b5s5VyPQUYNIriT
Level1,-1061009096883752939,Intensive care specialists in New Zealand,https://figure.nz/chart/0OcBPTNklvbrVkNI
Level1,-3073336598872592318,Diagnostic and interventional radiologists in New Zealand,https://figure.nz/chart/x7wdhYbXzZ8zppJB
Level1,1966963910402995992,Clinical psychologists in New Zealand,https://figure.nz/chart/6YzDbdOt9OkfvH65
Level1,7084161125519697748,Specialist physicians in New Zealand,https://figure.nz/chart/5HMkllWabdeYezJr
Level1,8227362532585088965,Medical laboratory technicians in New Zealand,https://figure.nz/chart/k0hqZDwWpPvuDnts
Level1,-6500873193278941793,Medical diagnostic radiographers in New Zealand,https://figure.nz/chart/ON5OCCByNKllDFKD
Level1,-1778189296206623051,Retail pharmacists in New Zealand,https://figure.nz/chart/DLpKu4TpLxHDCW4B
Level1,-4728723869823510624,Orthopaedic surgeons in New Zealand,https://figure.nz/chart/hI4n1c95XKiyY84P
Level1,6863352694111257841,Obstetricians and gynaecologists in New Zealand,https://figure.nz/chart/flOnhstJvE8d7ZP5
Level1,5831438239976507003,Plastic and reconstructive surgeons in New Zealand,https://figure.nz/chart/Q31yqLlmYnmWUkqx
Level1,1310227541809363500,General medical practitioners in New Zealand,https://figure.nz/chart/Yoj34V2RtJjxysCO
Level1,2829607254818132341,Registered nurses (child and family health) in New Zealand,https://figure.nz/chart/Z09Ae2iLICTYCTRp-uwUmCJwVWLXZOzkK
Level1,-3095702268181859803,Health information managers in New Zealand,https://figure.nz/chart/pyDdDh4tmdRHSX7B-6enNur9UctPnhrZ1
Level1,-3106618913731029251,Health promotion officers in New Zealand,https://figure.nz/chart/pyDdDh4tmdRHSX7B-XUvaCh4EFVdZj1xl
Level1,5386221581072006971,Occupational health and safety advisers in New Zealand,https://figure.nz/chart/pyDdDh4tmdRHSX7B-tOJmxy7hfOm5fv4p
Level1,-4225115959782568279,Environmental health officers in New Zealand,https://figure.nz/chart/pyDdDh4tmdRHSX7B-KHhFceNQzEY9cOeo
Level1,1789350502471315667,Registered nurses (mental health) in New Zealand,https://figure.nz/chart/pyDdDh4tmdRHSX7B-f1PVHFzpRFnlleqT
Level1,-7782288664433282189,Registered nurses (community health) in New Zealand,https://figure.nz/chart/pyDdDh4tmdRHSX7B-Wli7OYpJLKj3hUPq
Level1,-1495653711296231158,Kaiawhina (hauora) (maori health assistants) in New Zealand,https://figure.nz/chart/pyDdDh4tmdRHSX7B-pIHANEAfNOWyLVn3
Level1,7849262557194975293,Health practice managers in New Zealand,https://figure.nz/chart/pyDdDh4tmdRHSX7B-KAnz5qbWTO9XR16B
Level1,-2686812827700420899,Health practice managers in New Zealand,https://figure.nz/chart/pyDdDh4tmdRHSX7B-KAnz5qbWTO9XR16B
Level1,5255184543664338358,Primary health organisation managers in New Zealand,https://figure.nz/chart/XerAoMjj0oSS1tcy-Ok2NdKAvcmxJ7k37
Level1,-1542077308621900725,Age distribution of people working in the health and general insurance industry in New Zealand,https://figure.nz/chart/YLD1eftMXZOMsBur-0HUU8uJplxJO1DRK
Level1,6941761064370594921,Age distribution of people working in the health care services industry (other) in New Zealand,https://figure.nz/chart/YLD1eftMXZOMsBur-1TjybFLkyyv2kkoR
Level1,5441230666384366571,Age distribution of people working in the allied health services industry in New Zealand,https://figure.nz/chart/YLD1eftMXZOMsBur-Js8hhZQc3mk6au17
Level1,-6821778984317977624,Age distribution of people working in the medical and other health care services industry in New Zealand,https://figure.nz/chart/YLD1eftMXZOMsBur-UsD6CTQInEADyxnj
Level1,-7197551738309344425,People employed in the medical and other health care services industry in New Zealand who are also studying,https://figure.nz/chart/zi0htbI6Pqc0N4rn-HMAN7rJi6AaHEkRI
Level1,7833992262744298877,"Cigarette smoking behaviour in Matamata-Piako District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-A6FuX1hADvPlvLrb
Level1,-252680520479741000,"Cigarette smoking behaviour in Masterton District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-drxOqhNlFXTdO3C5
Level1,-2236182023433074523,"Cigarette smoking behaviour in the Waiheke Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-PoyCyA2VUtAmHBEP
Level1,-7516821077071725250,"Cigarette smoking behaviour in Marlborough District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-MmRUu2JH3tHKyVDr
Level1,-3955612800500568664,"Cigarette smoking behaviour in the Great Barrier Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-Dv1tx8w1ZAsLEXDa
Level1,-7829089228169997158,"Cigarette smoking behaviour in the Franklin Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-HxskPd66oNHwsxaQ
Level1,417926392973027995,"Cigarette smoking behaviour in the Henderson-Massey Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-sjQzfKt4fOt1H4Q3
Level1,6958998099189141190,"Cigarette smoking behaviour in the Kaipatiki Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-TABijp56RprR9FXc
Level1,-1367143123675976730,"Cigarette smoking behaviour in the Mangere-Otahuhu Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-PQkiwE7WtLft2zK6
Level1,-6116376018833678044,"Cigarette smoking behaviour in the Manurewa Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-QaOOql3V6nAcdcOp
Level1,1668195790362372290,"Cigarette smoking behaviour in the Hibiscus and Bays Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-0vFOPcebicIHZNks
Level1,7863886121404176854,"Cigarette smoking behaviour in the Howick Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-xpW015hUyxxOEp6v
Level1,631014894478749855,"Cigarette smoking behaviour in the Maungakiekie-Tamaki Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-QSPPHxcuVtS8k9fb
Level1,4412573111706315826,"Cigarette smoking behaviour in the Whau Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-eX9FhKbVcZhWWBtz
Level1,-3550012191774103052,"Cigarette smoking behaviour in the Waitemata Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-xChnPs7m7xpjv6hL
Level1,-2907156499705581764,"Cigarette smoking behaviour in the Waitakere Ranges Local Board Area, Auckland, New Zealand",https://figure.nz/chart/6RkK5PI7HhkQn0lN-YJveFzb8vv8SXE7S
Level1,1279543965817018108,"Cigarette smoking behaviour in Rotorua District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-V6AUo3vibd5WQuxV
Level1,6039010627952067316,"Cigarette smoking behaviour in Tasman District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-Md1WSb8XBKFEU5I8
Level1,-5586532473595608146,"Cigarette smoking behaviour in Stratford District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-2D6IHflqZ7kahrzF
Level1,4616452319170301835,"Cigarette smoking behaviour in Tararua District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-ozWclXQ3wX3danrU
Level1,-5212499622251337295,"Cigarette smoking behaviour in South Waikato District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-B6dYTEO0hDDRWYBR
Level1,6785349196007108832,"Cigarette smoking behaviour in South Wairarapa District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-Y9n3K89ykdipPwkb
Level1,8936440519059639372,"Cigarette smoking behaviour in Waimakariri District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-LLt927P2w2dTnTHh
Level1,-1293126019459828585,"Cigarette smoking behaviour in South Taranaki District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-dIzyhr33MRWCv7uD
Level1,215598333413292168,"Cigarette smoking behaviour in Waikato District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-wTxE0RI0HKwQ7TjB
Level1,6448875269254287803,"Cigarette smoking behaviour in Upper Hutt City, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-s5u1mCiQytzY4mal
Level1,6924023178545731288,"Cigarette smoking behaviour in Timaru District, New Zealand",https://figure.nz/chart/uQ7bwVANkR0P6Jxv-xC855SthBmAHTL1Z
